id,frame,label,x_est,y_est,vx_est,vy_est
2,3,ped,1630.0,356.0,30.0,60.0
2,4,ped,1630.5,357.0,30.0,60.0
2,5,ped,1630.7524220595283,358.0,29.890342444303823,60.0
2,6,ped,1630.993428957128,358.6573842477905,29.57554150362931,59.58059782142985
2,7,ped,1631.3536439734069,359.4729223700658,29.280084085363093,59.18548739114638
2,8,ped,1631.6416553367383,360.1125800976512,28.627552586935703,58.05404888097808
2,9,ped,1631.9827312881173,360.51285678653375,28.061080918087384,55.692017723918376
2,10,ped,1632.4609109105704,360.81855384670405,28.11180207622064,52.683512332387714
2,11,ped,1632.8398754879086,361.02991757402646,27.641150062405078,49.18013876364277
2,12,ped,1633.2380738032691,361.36110109789234,27.299665033029683,46.51063815350725
2,13,ped,1633.548865384183,361.58776266795405,26.504221798485666,43.48494781592172
2,14,ped,1633.888489914478,362.03932957019174,25.946763984464184,41.993577335878726
2,15,ped,1634.1504452887664,362.3780235296739,25.03732982519289,40.06686391076996
2,16,ped,1634.3472017013833,362.6232591075936,23.897218256591326,37.882382358875645
2,17,ped,1634.490472868474,362.79299259762064,22.625822489642005,35.58085217935784
2,18,ped,1634.489553177038,362.801847216459,20.81355337035804,32.78030320131241
2,19,ped,1634.4697908972503,362.77953224943195,19.125622349889923,30.162452455895387
2,20,ped,1634.4368953754304,362.7352098906698,17.571741286939506,27.74526162890783
2,21,ped,1634.7820249751767,362.7725896627529,17.793481293410213,25.942054845895157
2,22,ped,1635.063641840953,362.69065785007587,17.732579698685974,23.845720821503953
2,23,ped,1635.292067673838,362.79133719577703,17.469453550268682,22.682344614312104
2,24,ped,1635.7515884051727,362.77097626862866,18.10510054069173,21.178204722513396
2,25,ped,1636.1339778440727,362.7404996235327,18.398705871088612,19.782059820496944
2,26,ped,1636.4511653656564,362.70263555652787,18.435781105270213,18.489419610680002
2,27,ped,1636.7132780703216,362.6594847211541,18.282174247428404,17.294227656492748
2,28,ped,1637.1009013296807,362.87070153882075,18.55552525932588,17.04032643284916
2,29,ped,1637.6796427462339,363.0437321711463,19.4177271779277,16.685265770418077
2,30,ped,1638.1698639051917,363.1844616291222,19.935881644525388,16.258038412684254
2,31,ped,1638.584244076747,363.1329139642199,20.18456986282196,15.281295949904585
2,32,ped,1638.7706972709516,363.5687898800435,19.74166628858773,15.816442895452433
2,33,ped,1638.922697093179,364.02035180512087,19.230957673923815,16.358673684043
2,34,ped,1639.045281476714,364.4055582030592,18.672375226236447,16.676334296366022
2,35,ped,1639.2215242414657,364.81215987242183,18.299243497225486,17.032046497476575
2,36,ped,1639.288266514928,365.00300437548333,17.653063846420405,16.77974529431954
2,37,ped,1639.6470669904668,365.31628462974845,17.825137405089716,16.869316279995367
2,38,ped,1639.9527199173417,365.5824920716588,17.84759014075879,16.830141799419003
2,39,ped,1640.21209462728,365.9599664590908,17.749293123405657,17.080424831208987
2,40,ped,1640.4311433551713,366.28323848949833,17.553923338464138,17.178648888665425
2,41,ped,1640.6150342128726,366.4840238713455,17.280950019400287,16.96382246128634
2,42,ped,1640.8428920013948,366.7269393043778,17.131643483370944,16.865005570581054
2,43,ped,1641.0351447313656,366.85840452975646,16.90268096867779,16.49773584290292
2,44,ped,1641.2700663321089,367.0398382963868,16.788980257809165,16.270458353058082
2,45,ped,1641.4690632906998,367.19181347395596,16.59439507237961,15.98346797077609
2,46,ped,1641.709689344781,367.2448065185424,16.508575611988338,15.474006587202139
2,47,ped,1641.9141601738074,367.2836629794788,16.341152484055144,14.95508930633327
2,48,ped,1642.2320437191643,367.38289360580853,16.44825957020607,14.602180386995899
2,49,ped,1642.5052865516611,367.4632234697364,16.446168021538227,14.221094776918582
2,50,ped,1642.8112292745784,367.45485208925254,16.520157837644575,13.650856789511657
2,51,ped,1643.0741058548965,367.3682571457936,16.49135730075994,12.924776388543492
2,52,ped,1643.298860966877,367.2845152069731,16.376100325849865,12.23657067675048
2,53,ped,1643.5615115618195,367.3468664270676,16.35254353980462,11.912250327190376
2,54,ped,1643.7863012208338,367.3959643148279,16.243593101123253,11.571295772895933
2,55,ped,1643.9775504128659,367.86150870039785,16.062903795848996,12.191246769998706
2,56,ped,1644.1391110064735,368.19791939077624,15.822337203137915,12.493156449672728
2,57,ped,1644.274419049835,368.41948751963605,15.532203444116064,12.523320207371016
2,58,ped,1644.3865410186381,368.5389909819234,15.201466778888875,12.322241998691279
2,59,ped,1644.5491349249808,368.7097011812158,14.997385095375684,12.244308201093691
2,60,ped,1644.8983953954046,369.06766856449144,15.220198487527975,12.589611292474762
2,61,ped,1645.2013095617012,369.379753576169,15.330480638703007,12.81861798672408
2,62,ped,1645.533624170587,369.721591850281,15.502195714648542,13.105220349273292
2,63,ped,1645.8213816645589,370.019128591119,15.56779648108759,13.281828942692906
2,64,ped,1646.0694316206432,370.34771621355753,15.542353907547362,13.520852287559741
2,65,ped,1646.2821304553022,370.633295565712,15.439178942456733,13.654955914074371
2,66,ped,1646.6043842320603,370.8804933137655,15.583592733456387,13.698580094421905
2,67,ped,1646.8832595765398,371.0934710344973,15.626137714891776,13.664515429333608
2,68,ped,1647.123456475899,371.2759717682562,15.581210838565633,13.564086922755413
2,69,ped,1647.3995946464456,371.5017527046229,15.617701395949704,13.563449933129313
2,70,ped,1647.5670262327924,371.6957514527292,15.411867227934746,13.4923908972681
2,71,ped,1647.8486648908151,371.8614532004761,15.466745210384266,13.361318719113914
2,72,ped,1648.091474779343,371.93167916405804,15.433605251420607,13.023785144439397
2,73,ped,1648.2996778590812,372.19812530074245,15.325127531883595,13.133058078588729
2,74,ped,1648.47707624301,372.4286741377964,15.152564525929437,13.158857320040093
2,75,ped,1648.5568325975785,372.62719305333223,14.77055440975229,13.112881227713173
2,76,ped,1648.6199473784284,372.7971675226224,14.365972757889397,13.00552928466806
2,77,ped,1649.019597468588,372.87150512788287,14.719954449863456,12.690865817522832
2,78,ped,1649.36816454828,373.00113927561455,14.947974571304426,12.51001202374885
2,79,ped,1649.671036897068,373.1099912549584,15.066642005103803,12.28996881458396
2,80,ped,1650.2138828515642,373.200420896005,15.710706705207402,12.037400625130749
2,81,ped,1650.6897139278756,373.2745505325227,16.183029360183447,11.758196127947093
2,82,ped,1651.1054966188387,373.33428769267664,16.505376435480816,11.457548636439842
2,83,ped,1651.5377044592742,373.5217032511665,16.85206028568461,11.449729659464563
2,84,ped,1651.9843805602272,373.68270409598307,17.21786752796705,11.383923040481152
2,85,ped,1652.5139362644486,373.67983496380504,17.753006134946713,10.959058868176813
2,86,ped,1652.9768327870156,373.6712939182848,18.121383710685215,10.537350267061182
2,87,ped,1653.4502037480543,373.6579204723312,18.499285008351944,10.120526861302375
2,88,ped,1653.8625615360622,373.64046118013425,18.728713059003802,9.710049928696266
2,89,ped,1654.5009533289165,373.759882277341,19.448117769723712,9.616525081449765
2,90,ped,1655.0600745052482,373.8612106207117,19.96624794354787,9.48655021651501
