lat,lon
-13.527248141989118,-71.94578911041424
-13.527248344445514,-71.94578909138355
-13.52724830082475,-71.94578778860993
-13.527248416887087,-71.94578731188132
-13.527248739589417,-71.9457871499944
-13.527249013434101,-71.94578707057569
-13.527249210114306,-71.94578697863352
-13.527249797221556,-71.94578749075251
-13.527250312904599,-71.94578794871119
-13.527251067031004,-71.94578876414421
-13.527251930637993,-71.9457894990949
-13.527252670835614,-71.94579012035301
-13.527253280514547,-71.94579064128105
-13.527253919517793,-71.94579105914808
-13.52725445961118,-71.94579139912742
-13.527254895206092,-71.9457916744247
-13.527255243037315,-71.94579189523222
-13.527255518021837,-71.94579207067996
-13.527255877789457,-71.9457922217082
-13.527256185190495,-71.94579233819518
-13.52725647321725,-71.94579226684887
-13.527256542313742,-71.94579154181203
-13.527257085492945,-71.94579165448023
-13.527257781184407,-71.9457918465287
-13.527258391070403,-71.94579202770016
-13.527258901272265,-71.94579217821993
-13.527259468970389,-71.94579231256472
-13.527259977812056,-71.94579242044881
-13.527260568031085,-71.94579242413619
-13.527261349331054,-71.94579250808701
-13.52726202903509,-71.94579257512302
-13.527262735353442,-71.94579259446212
-13.52726336687032,-71.94579260435273
-13.527264040941196,-71.94579263868903
-13.527264645164093,-71.94579266211845
-13.527265159414647,-71.94579267912766
-13.527265687528194,-71.94579261871871
-13.527266143007882,-71.94579254105389
-13.527266674088557,-71.94579249665978
-13.527267321367303,-71.94579249698867
-13.527267890560227,-71.9457924932287
-13.527268377308046,-71.9457924873755
-13.527268954272161,-71.94579252397655
-13.527269476211487,-71.94579255115653
-13.52727018552777,-71.94579258640736
-13.527270810705668,-71.94579261392738
-13.527271484718332,-71.94579262240936
-13.527272092679643,-71.9457926250476
-13.527272730633733,-71.94579263331275
-13.527273293305456,-71.94579263727954
-13.527273910396364,-71.94579262539965
-13.527274454874522,-71.94579261165775
-13.52727505524811,-71.94579258430304
-13.527275585143595,-71.94579255699385
-13.527276145525434,-71.94579252049338
-13.527276640151332,-71.9457924852351
-13.527277063299495,-71.94579245249069
-13.527277581321423,-71.94579240619292
-13.527278038761235,-71.94579236248194
-13.527278429347582,-71.94579232247375
-13.527278917984448,-71.94579227005934
-13.527279356497635,-71.9457922014817
-13.527279914211594,-71.94579208323061
-13.527280420793844,-71.94579197463058
-13.527280855143045,-71.9457919153694
-13.527281414871764,-71.94579182430411
-13.52728242957391,-71.94579168962268
-13.527283341915686,-71.9457915670219
-13.52728414992107,-71.94579145659405
-13.527285109930526,-71.94579133261283
-13.527285972435811,-71.94579121994197
-13.527287010372767,-71.94579111004205
-13.527288173405008,-71.94579094937166
-13.527289202105294,-71.94579080574374
-13.527290289453312,-71.9457906595844
-13.527291262595899,-71.94579052787458
-13.52729210841422,-71.94579041166214
-13.527292840795518,-71.94579030932316
-13.527293700041774,-71.94579019668754
-13.527294469363646,-71.94579009517877
-13.52729536037407,-71.94578998353298
-13.527296366722616,-71.94578984357375
-13.527297512641187,-71.94578967482784
-13.527298523151353,-71.94578952502927
-13.527299613012907,-71.94578937229282
-13.527300555934117,-71.94578922005248
-13.527301384961666,-71.94578908522674
-13.527302315474346,-71.94578890866732
-13.527303125092406,-71.94578877173974
-13.52730404182116,-71.9457886117629
-13.527304847028066,-71.94578847041406
-13.527305763479823,-71.94578826920969
-13.52730679908981,-71.94578804993274
-13.52730770981187,-71.94578785608391
-13.527308730610224,-71.94578766317507
-13.527309627522445,-71.94578749310534
-13.527310655638985,-71.9457873011421
-13.527311742161265,-71.94578711407905
-13.527312684459623,-71.94578695075703
-13.527313498277284,-71.94578680862593
-13.527314456637573,-71.94578667850334
-13.527315284375756,-71.9457865660605
-13.527315995895366,-71.94578646934994
-13.527316604101728,-71.94578638662666
-13.527317332372355,-71.94578625864654
-13.527317955996654,-71.94578614801559
-13.527318713098945,-71.94578601222422
-13.527319362693753,-71.94578589466282
-13.527319916704688,-71.94578579334697
-13.527320647755792,-71.94578566247013
-13.527321274674609,-71.94578554930777
-13.527322034376965,-71.94578541151292
-13.527322885596586,-71.94578523601525
-13.527323863570768,-71.94578500416951
-13.527324944702832,-71.94578474160733
-13.527325883360005,-71.94578451143398
-13.527326918903215,-71.94578427011558
-13.527327828316883,-71.94578405800374
-13.527328860518322,-71.94578383085644
-13.527329754601277,-71.94578363275289
-13.527330525587406,-71.94578346058547
-13.52733138599616,-71.94578327398091
-13.527332126977422,-71.94578311215659
-13.527332982116095,-71.94578291440563
-13.527333728638189,-71.94578272330575
-13.527334368445478,-71.94578255755155
-13.527335123211731,-71.9457823759054
-13.527335770579624,-71.94578221866203
-13.52733656851309,-71.94578205970105
-13.527337254366026,-71.94578192275411
-13.527337840507561,-71.94578180540312
-13.527338571572693,-71.94578168324658
-13.52733919697782,-71.94578156073442
-13.527339890490957,-71.94578140402675
-13.527340483050773,-71.94578125062687
-13.527341206848424,-71.94578107920134
-13.52734199996912,-71.9457808778663
-13.527342901207492,-71.94578064555371
-13.52734387535427,-71.9457803879496
-13.527344730743797,-71.94578016211533
-13.52734546862687,-71.94577996577078
-13.527346101813091,-71.94577979575811
-13.527346825010465,-71.94577959513295
-13.52734744537842,-71.94577942134818
-13.527348158282255,-71.94577925430454
-13.527348986933696,-71.94577905329234
-13.52734970095543,-71.9457788608386
-13.527350484941556,-71.94577865999572
-13.52735117082063,-71.94577846666209
-13.52735194100831,-71.94577826409612
-13.527352614937262,-71.94577808775959
-13.527353374116638,-71.94577788199983
-13.527354209231824,-71.9457776315532
-13.52735492981474,-71.94577741366945
-13.527355730484778,-71.94577717106435
-13.527356431875381,-71.945776940705
-13.527357033347112,-71.9457767408984
-13.527357716300312,-71.94577653422911
-13.527358324168802,-71.94577635357855
-13.527359013134285,-71.94577614551052
-13.527359603924497,-71.94577596571611
-13.527360107321272,-71.94577581113955
-13.527360533030814,-71.94577567902778
-13.527361038699462,-71.94577547897275
-13.527361467197748,-71.94577530618439
-13.527362010097123,-71.94577506665782
-13.52736248435548,-71.94577483892164
-13.52736303504888,-71.94577455333693
-13.527363676253435,-71.94577423283377
-13.52736438796657,-71.94577386343657
-13.527365024300172,-71.94577353785829
-13.52736574327805,-71.94577316310938
-13.527366479997607,-71.9457727494466
-13.527367128471141,-71.94577236686725
-13.52736787939335,-71.94577197748451
-13.52736854042627,-71.94577161702479
-13.527369234938773,-71.94577125368258
-13.527369858104123,-71.94577089664972
-13.52737039270534,-71.94577058557485
-13.527370848278263,-71.9457703156838
-13.527371233454927,-71.9457700826462
-13.52737155604084,-71.94576988253823
-13.527371927120333,-71.94576966463985
-13.527372274396946,-71.94576943651671
-13.52737256419389,-71.94576924069216
-13.527372932681143,-71.94576898581074
-13.52737324365413,-71.94576874662657
-13.527373656086233,-71.94576843146244
-13.527374005480889,-71.94576815781087
-13.527374427431878,-71.94576785253481
-13.527374982110262,-71.94576751339122
-13.527375447719884,-71.94576721953915
-13.527376110166708,-71.94576674875017
-13.527376685539272,-71.94576631667006
-13.52737732379083,-71.94576584919406
-13.527377875626629,-71.94576544021861
-13.527378513740725,-71.94576501160375
-13.527379065186786,-71.94576463786113
-13.527379539074156,-71.9457643133517
-13.527380066810085,-71.94576392414263
-13.527380519736633,-71.94576358592522
-13.527381099306776,-71.94576315884274
-13.527381598739348,-71.94576278694312
-13.52738215741195,-71.94576239441028
-13.52738274431168,-71.9457620054174
-13.52738325014044,-71.94576166800844
-13.527383839819446,-71.94576128437697
-13.52738434811733,-71.94576095191563
-13.527384926592223,-71.94576059385682
-13.527385438632452,-71.94576026311799
-13.527385939120082,-71.94575993293704
-13.527386367762636,-71.94575964843604
-13.527386732294389,-71.94575940475997
-13.52738719990464,-71.94575908379157
-13.527387599634956,-71.94575880741549
-13.527387938818382,-71.94575857088643
-13.527388336864131,-71.9457582797808
-13.527388674975207,-71.94575802995546
-13.527389098207868,-71.945757704252
-13.52738945923039,-71.94575742341544
