lat,lon
-13.521769061185879,-71.96491063561052
-13.521768942604448,-71.96491078706848
-13.521768731254019,-71.96491100351498
-13.521768620782547,-71.96491112572313
-13.521768506895581,-71.96491126098805
-13.521768391834332,-71.96491140116498
-13.521768276331871,-71.96491154361031
-13.521768195571596,-71.96491161989917
-13.521768147959616,-71.96491168066754
-13.521768139001969,-71.96491169228635
-13.521768139152696,-71.96491169248802
-13.521768156479299,-71.96491164849763
-13.521768192131539,-71.96491160664124
-13.521768227991277,-71.96491156428785
-13.521768262870529,-71.96491152290973
-13.521768343480678,-71.96491142277478
-13.521768400942017,-71.96491133039093
-13.521768511744806,-71.96491119396637
-13.521768594090801,-71.96491107239059
-13.521768629496519,-71.96491099280907
-13.52176866029212,-71.96491092434736
-13.521768656452245,-71.96491092454797
-13.521768640955298,-71.96491092106629
-13.521768628021258,-71.96491091790693
-13.5217685966404,-71.96491094142175
-13.521768598615623,-71.96491090625123
-13.521768600675088,-71.96491087577385
-13.52176863416207,-71.96491082729075
-13.521768643968716,-71.96491081022252
-13.521768818204611,-71.96491060126529
-13.5217689701324,-71.96491041936767
-13.521769091442627,-71.96491025803019
-13.521769283316958,-71.96491002454698
-13.52176943996434,-71.96490981788367
-13.521769602871696,-71.96490958730374
-13.521769745094318,-71.9649093861067
-13.521769836964369,-71.96490920194523
-13.521769905995974,-71.96490903870429
-13.521769941352614,-71.96490886193843
-13.521769989300427,-71.96490868494227
-13.521769956968178,-71.96490851070655
-13.5217698779314,-71.9649083734975
-13.521769806876046,-71.96490825468824
-13.521769711916795,-71.96490814361051
-13.521769626946913,-71.96490804789957
-13.521769530359725,-71.964907960126
-13.521769444133833,-71.96490788501264
-13.52176934976189,-71.96490784368874
-13.52176926570202,-71.96490780970653
-13.521769153232459,-71.96490779906541
-13.521769053302208,-71.96490779218018
-13.521768954477453,-71.96490778576246
-13.521768863792182,-71.96490775456499
-13.52176878344546,-71.96490772916582
-13.521768695283857,-71.96490773113948
-13.521768617338294,-71.96490773511132
-13.521768545468682,-71.96490771304825
-13.521768482114624,-71.96490769548093
-13.521768450284068,-71.96490763475703
-13.521768456532904,-71.96490753830317
-13.52176845277812,-71.96490745159653
-13.521768470113319,-71.96490738186863
-13.521768486196382,-71.96490732178805
-13.521768518061046,-71.9649072481166
-13.521768547012307,-71.96490718450801
-13.521768573310275,-71.96490712987891
-13.52176861413801,-71.96490706104409
-13.52176864093025,-71.96490699898347
-13.521768632103951,-71.96490690974328
-13.521768624531127,-71.96490683223338
-13.521768605021276,-71.96490673470686
-13.521768587918961,-71.96490664984137
-13.52176856991728,-71.96490654851382
-13.521768554178792,-71.96490646030796
-13.521768527391888,-71.96490635326151
-13.521768503832742,-71.96490626001021
-13.521768386089002,-71.96490617944724
-13.521768221385267,-71.96490609339097
-13.521768075047948,-71.96490601897844
-13.521767945836082,-71.96490587395539
-13.521767831380314,-71.96490574690638
-13.521767730222136,-71.96490563599076
-13.521767577635682,-71.9649054949696
-13.521767442637563,-71.96490537168471
-13.521767320239176,-71.96490523623498
-13.521767212416306,-71.96490511803955
-13.52176706745113,-71.96490500149201
-13.52176693969202,-71.96490490028523
-13.521766766981107,-71.96490487793409
-13.521766614824726,-71.96490486081181
-13.521766467710265,-71.96490481735755
-13.521766338572377,-71.96490478126458
-13.521766222163057,-71.96490472352107
-13.521766133831283,-71.96490462373872
-13.521766057263557,-71.96490453725568
-13.521765991217476,-71.96490446266696
-13.521765881082183,-71.96490443857925
-13.521765785167196,-71.96490441965331
-13.52176568185399,-71.96490439972922
-13.521765592094905,-71.96490438438019
-13.521765554274127,-71.96490430213193
-13.521765522913688,-71.96490423104999
-13.521765547202705,-71.96490410165173
-13.52176557116302,-71.96490398846036
-13.521765661449543,-71.96490379845238
-13.521765744153678,-71.96490363116145
-13.521765812945729,-71.9649034273195
-13.521765876113026,-71.96490324790237
-13.521765876797845,-71.96490310237864
-13.521765878858536,-71.96490297539864
-13.521765865004317,-71.96490280490003
-13.521765853980451,-71.96490265570796
-13.521765767699392,-71.96490253206922
-13.521765692000946,-71.9649024249322
-13.521765554667429,-71.9649023129874
-13.521765433547417,-71.9649022163465
-13.52176532955111,-71.96490199458063
-13.521765238263136,-71.96490179977991
-13.521765151221594,-71.96490157123344
-13.52176507517997,-71.96490137061183
-13.521764951372752,-71.96490120736556
-13.521764859437132,-71.9649010418866
-13.521764748552933,-71.96490088954243
-13.521764651489462,-71.96490075744254
-13.521764434673516,-71.96490069177554
-13.521764243397575,-71.9649006371342
-13.521764064844882,-71.96490058944158
-13.521763877321886,-71.96490054223705
-13.521763712624558,-71.96490050383261
-13.521763531317236,-71.96490049119299
-13.521763368583994,-71.96490045417504
-13.521763226329147,-71.96490042456998
-13.52176310875351,-71.96490037503624
-13.52176300687142,-71.96490033409901
-13.521762935558355,-71.96490027710664
-13.521762864713727,-71.96490022656758
-13.521762790326147,-71.96490015241798
-13.521762726913861,-71.96490008928895
-13.521762679558615,-71.96490000943064
-13.521762640196668,-71.96489994114557
-13.52176255500097,-71.96489978366957
-13.521762481738117,-71.96489964603278
-13.521762419134339,-71.96489952619997
-13.521762267381648,-71.96489942358042
-13.521762134771048,-71.96489933512383
-13.52176200307113,-71.96489914104818
-13.52176181638181,-71.96489895106204
-13.521761652678217,-71.96489878468675
-13.521761528098317,-71.96489855886067
-13.521761419970117,-71.96489836058771
-13.521761328553414,-71.96489813026264
-13.52176125007665,-71.96489792820022
-13.521761154075744,-71.96489768594958
-13.521761071471355,-71.96489747346212
-13.521760922234858,-71.96489729501337
-13.521760792167154,-71.96489713987397
-13.521760679288954,-71.96489700562127
-13.521760544619776,-71.96489690880512
-13.521760427754698,-71.9648968266763
-13.521760307753203,-71.96489669433042
-13.521760203989517,-71.96489658037942
-13.521760012050569,-71.9648965998335
-13.52175984439818,-71.9648966212638
-13.521759743024683,-71.96489654050983
-13.52175968282367,-71.96489645057058
-13.521759632609918,-71.96489637407224
-13.521759603131736,-71.96489625463458
-13.521759563854456,-71.96489617633756
-13.521759517231732,-71.96489607693299
-13.521759478842284,-71.96489599187507
-13.521759444707499,-71.96489583119967
-13.521759417310717,-71.96489569135845
-13.521759395861272,-71.9648955701945
-13.521759291700558,-71.96489541222529
-13.52175920159322,-71.96489527493054
-13.52175900920054,-71.9648951245296
-13.521758829982296,-71.96489499122923
-13.521758637142165,-71.96489483679262
-13.521758500742575,-71.96489465287105
-13.521758372893427,-71.96489443098615
-13.52175825151872,-71.96489423392853
-13.521758109224798,-71.96489408143
-13.521757949380216,-71.96489390990412
-13.52175781009825,-71.96489376101127
-13.521757619594062,-71.964893702252
-13.52175744274824,-71.96489365122281
-13.521757288675525,-71.96489360988966
-13.521757133990743,-71.96489357132623
-13.521756999803296,-71.964893540913
-13.521756879773603,-71.96489342748157
-13.52175677646072,-71.9648933300588
-13.521756672645898,-71.964893212939
-13.521756583778885,-71.96489311219354
