lat,lon
-13.527246478242633,-71.9457872042857
-13.527246478242633,-71.9457872042857
-13.527247641172625,-71.94578906536861
-13.527248175423624,-71.94578960517981
-13.527248490928265,-71.94578989449352
-13.527248701013203,-71.94579008781227
-13.527249049114346,-71.94579043722067
-13.527249349207443,-71.94579071504515
-13.527249421138622,-71.94579039180593
-13.527249505817641,-71.94579007568672
-13.527249553976201,-71.94578961935748
-13.527249610892968,-71.94578922045051
-13.527249654695293,-71.94578887770005
-13.527249879979626,-71.94578881006636
-13.527250088909744,-71.94578875562588
-13.527250483697934,-71.94578895855487
-13.527250833960956,-71.94578913310075
-13.527251166170581,-71.94578919457238
-13.527251546169381,-71.94578921074273
-13.52725186961548,-71.94578919771627
-13.527252237243495,-71.94578923260798
-13.52725257395902,-71.94578928712885
-13.52725282176642,-71.94578918105799
-13.527253015931382,-71.94578906634354
-13.527253175964129,-71.94578896877371
-13.5272534041728,-71.94578890164759
-13.52725361152814,-71.94578884331762
-13.527253870523738,-71.945788906954
-13.527254174893747,-71.94578900259324
-13.527254458731969,-71.94578910736836
-13.5272546987384,-71.94578919902105
-13.52725498033508,-71.94578927175004
-13.527255234930905,-71.9457893340135
-13.527255487563815,-71.94578936268877
-13.527255717311625,-71.94578938649488
-13.527255951845115,-71.94578942572998
-13.527256160256748,-71.94578948119197
-13.527256363127693,-71.94578948405511
-13.527256549828763,-71.94578948514928
-13.527256707639019,-71.94578948610275
-13.527256884295317,-71.94578948273455
-13.527257048283085,-71.94578947836202
-13.527257230272456,-71.9457894703421
-13.527257399169892,-71.94578946187904
-13.527257533380466,-71.94578943437504
-13.527257688928696,-71.94578940595726
-13.527257834743649,-71.945789379487
-13.52725796029323,-71.94578929387973
-13.527258099561735,-71.94578919421603
-13.527258291031162,-71.94578914013177
-13.527258469082183,-71.94578909111742
-13.527258621134937,-71.94578904797895
-13.527258792439444,-71.94578900607272
-13.527258952716712,-71.94578896796277
-13.527259077926782,-71.94578887447585
-13.527259205800146,-71.9457888101011
-13.527259350070361,-71.94578877035593
-13.527259494941497,-71.94578875386993
-13.527259654311175,-71.94578875674394
-13.527259818233244,-71.94578875732539
-13.527259994513711,-71.94578877530381
-13.527260159566861,-71.945788790593
-13.527260300758893,-71.94578880476821
-13.527260456746475,-71.94578883468155
-13.527260603815735,-71.94578886048161
-13.527260756829838,-71.94578888125808
-13.527260901324636,-71.94578889883581
-13.527261060245687,-71.94578893154623
-13.527261210044674,-71.94578895967688
-13.52726136797652,-71.94578902227467
-13.527261522597682,-71.94578905632466
-13.52726166862561,-71.94578908548134
-13.527261812736999,-71.94578908967569
-13.527261941440463,-71.94578907292433
-13.527262086308783,-71.94578907468717
-13.527262210060574,-71.94578907633868
-13.527262356269013,-71.94578907395585
-13.527262487051749,-71.94578905137146
-13.527262598392849,-71.945789031321
-13.527262719914669,-71.94578901093375
-13.527262836834584,-71.94578899157509
-13.527262963419448,-71.94578897184493
-13.527263077010698,-71.94578893389125
-13.527263173293164,-71.94578890023527
-13.527263267915615,-71.9457888691406
-13.52726335321934,-71.94578882113522
-13.527263489305964,-71.94578883237297
-13.5272636058552,-71.9457888426947
-13.527263718718354,-71.94578885087216
-13.527263828334037,-71.94578885711728
-13.527263942941287,-71.94578888082133
-13.527264054173239,-71.94578890086242
-13.527264148756544,-71.94578891890943
-13.52726425589637,-71.94578893254277
-13.52726434693456,-71.9457889448249
-13.527264458791594,-71.94578897244413
-13.527264581433911,-71.94578899453766
-13.527264733246266,-71.94578898991168
-13.527264883780864,-71.94578896406219
-13.52726502727957,-71.94578893976147
-13.52726515084851,-71.94578891817159
-13.527265291643975,-71.94578891557342
-13.527265420493613,-71.94578893251905
-13.527265558238895,-71.94578894512459
-13.527265690288555,-71.94578895514168
-13.527265813862511,-71.94578888368677
-13.527265925710424,-71.94578879958794
-13.527266063690952,-71.94578876046162
-13.527266196039182,-71.94578872451989
-13.52726633859295,-71.94578872976815
-13.527266468959674,-71.94578875388909
-13.527266573255961,-71.94578875651612
-13.527266667962705,-71.94578873865937
-13.527266796522852,-71.94578873822455
-13.527266906909635,-71.9457887380791
-13.527267014702506,-71.94578873688612
-13.527267120207927,-71.94578873475146
-13.527267216171559,-71.94578871263997
-13.527267318725611,-71.9457887109814
-13.527267406074762,-71.9457887097338
-13.527267485979214,-71.94578868842243
-13.527267551813964,-71.94578863008232
-13.527267669805322,-71.9457886318338
-13.527267784670757,-71.94578863239224
-13.527267883188372,-71.94578863316949
-13.5272679942771,-71.94578863154221
-13.527268103027144,-71.94578862905607
-13.527268196146949,-71.94578862709093
-13.527268275355716,-71.94578862558367
-13.52726836930359,-71.94578862189069
-13.52726844932886,-71.94578861882991
-13.527268551471947,-71.94578863285315
-13.527268638856949,-71.94578864556901
-13.527268734034013,-71.94578867490247
-13.527268794343243,-71.94578868341115
-13.527268864222727,-71.94578866944826
-13.527268990657147,-71.94578865066009
-13.527269119587462,-71.94578861236806
-13.52726924456006,-71.94578857709584
-13.527269352458001,-71.9457885458458
