lat,lon
-13.522785200780378,-71.961368125498
-13.522785350067803,-71.96136869272398
-13.522785368348819,-71.96136921359567
-13.522785420271022,-71.96136957129147
-13.522785812262176,-71.96136957139841
-13.52278612062896,-71.96136957986197
-13.522786350365111,-71.96136971480024
-13.522786918774374,-71.96136930279279
-13.522787514089634,-71.96136898094966
-13.522788009519548,-71.96136867859857
-13.522788389033112,-71.96136885737077
-13.522788698112725,-71.96136899077268
-13.522789022516957,-71.96136900883836
-13.522789282861298,-71.96136900707873
-13.522789524249657,-71.96136900407616
-13.52278971465342,-71.96136898935674
-13.522789910755934,-71.96136908534797
-13.522790064977656,-71.96136915827674
-13.52279019121455,-71.96136926389356
-13.522790304853693,-71.96136935283879
-13.52279045456524,-71.96136930299751
-13.522790573580721,-71.96136925473041
-13.522790792461228,-71.96136925430558
-13.522790986977776,-71.96136947931669
-13.522791289334121,-71.96136954367346
-13.52279182784303,-71.96136939549477
-13.522792283337694,-71.96136926428606
-13.52279253630798,-71.96136939350087
-13.522792719061048,-71.96136949181869
-13.522792828373985,-71.96136976372647
-13.522793109581256,-71.9613698653035
-13.522793347002837,-71.96136995041458
-13.522793546705245,-71.96137002136794
-13.522793882673621,-71.96137010275564
-13.522794148147055,-71.96137020192562
-13.522794504949744,-71.96137033389562
-13.522794810420308,-71.96137044647986
-13.522795195037022,-71.9613705496616
-13.522795505237747,-71.96137066742902
-13.522795881469062,-71.96137069637713
-13.52279620480933,-71.96137071870386
-13.522796591065186,-71.96137066469525
-13.522796903964126,-71.96137064365988
-13.52279721475586,-71.96137067453704
-13.522797481072162,-71.96137069915042
-13.522797921357732,-71.96137057989019
-13.522798301963082,-71.96137047204039
-13.522798833622115,-71.961370270874
-13.522799294726736,-71.96137009108735
-13.522799693587752,-71.96136993035047
-13.522800048752888,-71.96136986115741
-13.522800342247363,-71.9613697941712
-13.522800657891825,-71.96136986255095
-13.522800928739358,-71.96136992222617
-13.522801302504005,-71.9613700269629
-13.52280160711238,-71.96137014697631
-13.522802010337962,-71.96137030500884
-13.522802536725026,-71.96137037137592
-13.522802994547954,-71.9613704289038
-13.522803520592667,-71.96137038869489
-13.522803995126313,-71.96137032375123
-13.522804406302882,-71.96137026476808
-13.522804842892912,-71.96137030987427
-13.522805220541075,-71.96137034886938
-13.522805626958844,-71.96137041262126
-13.522805977806255,-71.96137046819956
-13.522806279265891,-71.96137051649396
-13.522806635223674,-71.96137062884996
-13.522806941412126,-71.96137072765613
-13.522807278520888,-71.96137087620191
-13.522807647806122,-71.96137096907208
-13.522807977372143,-71.9613710545443
-13.522808388808528,-71.96137094069991
-13.522808743947099,-71.9613708379875
-13.522809140397205,-71.96137077940473
-13.522809498828284,-71.96137069876856
-13.522809802984687,-71.96137072500609
-13.522810051656208,-71.96137074317068
-13.522810232132525,-71.96137094788153
-13.52281038250176,-71.96137112945131
-13.522810871752649,-71.96137125924764
-13.522811308311864,-71.96137137769134
-13.52281166701103,-71.96137160809593
-13.522811987469941,-71.96137181611789
-13.522812441391938,-71.96137176596697
-13.522812845852938,-71.96137172374233
-13.522813225932397,-71.96137179581679
-13.522813542390567,-71.96137185415319
-13.522814009612189,-71.96137177867158
-13.52281440317951,-71.96137170574018
-13.522814831897007,-71.96137167293251
-13.522815342998069,-71.96137156322635
-13.522815801880707,-71.9613714374239
-13.522816276461153,-71.96137135377094
-13.522816687229794,-71.96137127850749
-13.522817164645577,-71.96137115925201
-13.52281758872945,-71.96137105677118
-13.522817998463898,-71.96137098180232
-13.522818351408565,-71.96137091477199
-13.522818777070515,-71.96137070701639
-13.522819247451803,-71.96137043233146
-13.52281966856472,-71.96137016194648
-13.52282008242852,-71.96136987753424
-13.522820467875281,-71.9613695728567
-13.52282079045709,-71.96136945951291
-13.522821065794904,-71.96136935996155
-13.522821363740604,-71.96136939278118
-13.522821632130098,-71.9613693971497
-13.522821999870562,-71.96136955115105
-13.522822305412653,-71.9613696854426
-13.52282260229436,-71.961369883327
-13.522822866514,-71.96137006462344
-13.522823273700894,-71.96137010598119
-13.522823614369292,-71.96137013904601
-13.522823982104407,-71.96137029263261
-13.522824298655502,-71.96137042967013
-13.522824569655905,-71.96137055180486
-13.522824962884792,-71.96137050122513
-13.522825301831743,-71.96137045602035
-13.522825677898016,-71.96137044829214
-13.522826065590303,-71.96137046577616
-13.522826389087077,-71.96137047717671
-13.522826775551213,-71.96137049772256
-13.522827108610885,-71.96137051589433
-13.522827513813532,-71.96137054646906
-13.5228278635346,-71.96137057352875
-13.522828163914594,-71.96137059743779
-13.522828501591029,-71.96137046246338
-13.522828791071888,-71.96137034222745
-13.522829090388102,-71.96137025544591
-13.522829345986652,-71.96137017832535
-13.52282960762258,-71.96137009614567
-13.52282986338211,-71.9613701290112
-13.522830080705878,-71.96137015861562
-13.522830394420227,-71.96137029738848
-13.522830663674922,-71.96137042124275
-13.522831026491502,-71.96137061383669
-13.522831339598493,-71.96137078533333
-13.522831658034725,-71.96137086425848
-13.52283191323267,-71.96137089618155
-13.522832174698767,-71.96137103368955
-13.522832418457162,-71.96137116366324
-13.522832625710516,-71.96137127877914
-13.52283291198723,-71.96137133094386
-13.522833167556191,-71.96137138047851
-13.522833511732047,-71.96137131845683
-13.522833808292328,-71.9613712623312
