lat,lon
-13.52769623519641,-71.94309262370605
-13.52769623519641,-71.94309262370605
-13.527696291118247,-71.94309265558941
-13.527696310926498,-71.94309266688296
-13.527696321669538,-71.943092673008
-13.527696328857699,-71.94309267710628
-13.527696334271509,-71.94309268019293
-13.527696338607424,-71.943092682665
-13.527696244534376,-71.94309277073855
-13.52769616375433,-71.94309284616944
-13.527696094430013,-71.94309291070378
-13.527696035478309,-71.94309296539767
-13.527695889202757,-71.94309309644296
-13.52769566931416,-71.94309329184806
-13.527695483753396,-71.94309345657919
-13.527695328605926,-71.9430935941677
-13.527695107816193,-71.94309378933076
-13.527694833465809,-71.94309403147973
-13.527694604518784,-71.943094233453
-13.527694414151195,-71.94309440130257
-13.5276942356197,-71.94309452840665
-13.52769400413454,-71.94309470663977
-13.527693729050931,-71.94309492715279
-13.527693498357118,-71.94309511181996
-13.527693305180959,-71.94309526621166
-13.527693143736919,-71.94309539501378
-13.527693009161517,-71.94309550216279
-13.527692897367293,-71.94309559096497
-13.527692804916562,-71.9430956641994
-13.527692728914129,-71.94309572420538
-13.527692666917154,-71.94309577295569
-13.527692474895726,-71.94309593738325
-13.527692311618997,-71.94309607726947
-13.527692173131221,-71.9430961959887
-13.527692056057438,-71.94309629642014
-13.527691957509477,-71.9430963810278
-13.52769189160296,-71.94309646154889
-13.527691837572876,-71.94309652900577
-13.527691727585008,-71.94309664353915
-13.527691634540888,-71.94309674109967
-13.527691572409536,-71.94309683320097
-13.527691521259323,-71.94309691123138
-13.52769141513904,-71.9430970338194
-13.527691324972217,-71.94309713888381
-13.52769124879776,-71.94309722855017
-13.527691184897646,-71.94309730468146
-13.527691131763603,-71.9430973689141
-13.527691088068973,-71.94309742268815
-13.52769105264491,-71.94309746727335
-13.527691024460038,-71.94309750379067
-13.527691002603158,-71.94309753323128
-13.527690986268372,-71.94309755647258
-13.527690974742319,-71.94309757429185
-13.527690967393108,-71.94309758737836
-13.527690963660794,-71.94309759634358
-13.527690963049062,-71.94309760173019
-13.5276909033028,-71.94309765842486
-13.527690729475388,-71.94309781486625
-13.52769070054891,-71.94309784319864
-13.527690677423365,-71.94309786591515
-13.527690659390917,-71.9430978836994
-13.527690645820313,-71.94309789716114
-13.527690574940019,-71.9430979607098
-13.527690514225718,-71.94309801500704
-13.5276904625362,-71.94309806109612
-13.527690418850199,-71.9430980999105
-13.527690382253482,-71.94309813228563
-13.527690351927495,-71.94309815896929
-13.527690327139318,-71.94309818063095
-13.527690307232731,-71.94309819786977
-13.52769029162032,-71.94309821122201
-13.527690279776404,-71.94309822116736
-13.527690271230764,-71.94309822813476
-13.527690265563002,-71.94309823250757
