clip,id,frame,latitude,longitude
1_04_13_00,65,3547.0,-13.522814589389412,-71.96144040792052
1_04_13_00,65,3548.0,-13.522814588830096,-71.96144040985685
1_04_13_00,65,3549.0,-13.522814588470332,-71.96144041135223
1_04_13_00,65,3550.0,-13.522814588283994,-71.96144041246077
1_04_13_00,65,3551.0,-13.522814588247723,-71.96144041323103
1_04_13_00,65,3552.0,-13.522814588340653,-71.9614404137065
1_04_13_00,65,3553.0,-13.52281458854419,-71.96144041392603
1_04_13_00,65,3554.0,-13.522814588841772,-71.96144041392442
1_04_13_00,65,3555.0,-13.522814589218672,-71.96144041373266
1_04_13_00,65,3556.0,-13.522814589661827,-71.96144041337843
1_04_13_00,65,3557.0,-13.52281459015966,-71.96144041288635
1_04_13_00,65,3558.0,-13.522814590701936,-71.96144041227826
1_04_13_00,65,3559.0,-13.522814591279626,-71.9614404115736
1_04_13_00,65,3560.0,-13.522814591884787,-71.9614404107895
1_04_13_00,65,3561.0,-13.522814592510453,-71.96144040994122
1_04_13_00,65,3562.0,-13.522814593150516,-71.96144040904205
1_04_13_00,65,3563.0,-13.522814593799662,-71.96144040810381
1_04_13_00,65,3564.0,-13.522814594453274,-71.96144040713678
1_04_13_00,65,3565.0,-13.522814595107352,-71.96144040615002
1_04_13_00,65,3566.0,-13.52281459575847,-71.96144040515135
1_04_13_00,65,3567.0,-13.522814596403679,-71.9614404041476
1_04_13_00,65,3568.0,-13.522814597040488,-71.96144040314464
1_04_13_00,65,3569.0,-13.522814611143287,-71.96144040591386
1_04_13_00,65,3570.0,-13.52281463724424,-71.96144041204991
1_04_13_00,65,3571.0,-13.522814660544393,-71.96144041742097
1_04_13_00,65,3572.0,-13.522814681316806,-71.96144042210668
1_04_13_00,65,3573.0,-13.522814672862662,-71.96144041864811
1_04_13_00,65,3574.0,-13.522814665282327,-71.96144041545989
1_04_13_00,65,3575.0,-13.522814658492319,-71.96144041252053
1_04_13_00,65,3576.0,-13.522814652416786,-71.9614404098103
1_04_13_00,65,3577.0,-13.522814646986841,-71.961440407311
1_04_13_00,65,3578.0,-13.522814642139926,-71.96144040500596
1_04_13_00,65,3579.0,-13.52281463781924,-71.96144040287979
1_04_13_00,65,3580.0,-13.522814633973251,-71.96144040091836
1_04_13_00,65,3581.0,-13.522814630555196,-71.96144039910867
1_04_13_00,65,3582.0,-13.522814627522672,-71.96144039743876
1_04_13_00,65,3583.0,-13.522814624837238,-71.96144039589767
1_04_13_00,65,3584.0,-13.522814622464043,-71.96144039447522
1_04_13_00,65,3585.0,-13.522814620371529,-71.96144039316214
1_04_13_00,65,3586.0,-13.522814618531106,-71.96144039194982
1_04_13_00,65,3587.0,-13.5228146169169,-71.96144039083039
1_04_13_00,65,3588.0,-13.52281461550551,-71.96144038979659
1_04_13_00,65,3589.0,-13.52281461427575,-71.96144038884175
1_04_13_00,65,3590.0,-13.522814613208489,-71.96144038795968
1_04_13_00,65,3591.0,-13.522814612286432,-71.96144038714475
1_04_13_00,65,3592.0,-13.522814611493963,-71.96144038639174
1_04_13_00,65,3593.0,-13.522814624292325,-71.96144038946221
1_04_13_00,65,3594.0,-13.522814649203035,-71.96144039594206
1_04_13_00,65,3595.0,-13.522814671418425,-71.96144040169169
1_04_13_00,65,3596.0,-13.522814677729547,-71.96144040301826
1_04_13_00,65,3597.0,-13.522814683313463,-71.96144040416291
1_04_13_00,65,3598.0,-13.522814688243418,-71.96144040514531
1_04_13_00,65,3599.0,-13.522814692585747,-71.96144040598313
1_04_13_00,65,3600.0,-13.52281469640051,-71.96144040669232
1_04_13_00,65,3601.0,-13.522814699742057,-71.96144040728727
1_04_13_00,65,3602.0,-13.522814721588675,-71.96144036507805
1_04_13_00,65,3603.0,-13.522814740993137,-71.96144032743054
1_04_13_00,65,3604.0,-13.522814758198972,-71.96144029389704
1_04_13_00,65,3605.0,-13.522814773426699,-71.96144026407185
1_04_13_00,65,3606.0,-13.52281478687593,-71.9614402375873
1_04_13_00,65,3607.0,-13.522814798727342,-71.96144021411033
1_04_13_00,65,3608.0,-13.522814809144382,-71.96144019333927
1_04_13_00,65,3609.0,-13.522814818274895,-71.96144017500099
1_04_13_00,65,3610.0,-13.522814826252542,-71.96144015884828
1_04_13_00,65,3611.0,-13.52281483319813,-71.96144014465736
1_04_13_00,65,3612.0,-13.522814839220796,-71.96144013222592
1_04_13_00,65,3613.0,-13.522814844419088,-71.96144012137097
1_04_13_00,65,3614.0,-13.522814848881941,-71.96144011192709
1_04_13_00,65,3615.0,-13.522814852689606,-71.96144010374489
1_04_13_00,65,3616.0,-13.522814855914415,-71.96144009668942
1_04_13_00,65,3617.0,-13.522814858621556,-71.96144009063894
1_04_13_00,65,3618.0,-13.522814860869719,-71.96144008548355
1_04_13_00,65,3619.0,-13.522814862711725,-71.96144008112422
1_04_13_00,65,3620.0,-13.522814864195073,-71.96144007747175
1_04_13_00,65,3621.0,-13.522814846473429,-71.96144011706303
1_04_13_00,65,3622.0,-13.52281483052275,-71.96144015258628
1_04_13_00,65,3623.0,-13.522814835075174,-71.96144014179073
1_04_13_00,65,3624.0,-13.522814839030938,-71.96144013229271
1_04_13_00,65,3625.0,-13.522814842453402,-71.96144012395902
1_04_13_00,65,3626.0,-13.522814845399786,-71.9614401166692
1_04_13_00,65,3627.0,-13.522814847921715,-71.96144011031431
1_04_13_00,65,3628.0,-13.52281485006576,-71.96144010479587
1_04_13_00,65,3629.0,-13.522814851873902,-71.96144010002497
1_04_13_00,65,3630.0,-13.52281483992911,-71.96144009215396
1_04_13_00,65,3631.0,-13.522814829182348,-71.96144008528694
1_04_13_00,65,3632.0,-13.522814819520953,-71.96144007931846
1_04_13_00,65,3633.0,-13.52281481084247,-71.96144007415329
1_04_13_00,65,3634.0,-13.522814816509577,-71.96144007347318
1_04_13_00,65,3635.0,-13.522814821519455,-71.96144007302321
1_04_13_00,65,3636.0,-13.522814825938507,-71.96144007277344
1_04_13_00,65,3637.0,-13.522814829826864,-71.96144007269707
1_04_13_00,65,3638.0,-13.522814833238929,-71.96144007277013
1_04_13_00,65,3639.0,-13.522814836223954,-71.96144007297134
1_04_13_00,65,3640.0,-13.52281483882646,-71.96144007328166
1_04_13_00,65,3641.0,-13.522814841086692,-71.96144007368416
1_04_13_00,65,3642.0,-13.522814843041031,-71.9614400741639
1_04_13_00,65,3643.0,-13.522814844722307,-71.96144007470753
1_04_13_00,65,3644.0,-13.522814846160161,-71.96144007530332
1_04_13_00,65,3645.0,-13.52281484738133,-71.96144007594083
1_04_13_00,65,3646.0,-13.522814834955486,-71.96144007284344
1_04_13_00,65,3647.0,-13.522814837275371,-71.96144007394763
1_04_13_00,65,3648.0,-13.522814839300624,-71.96144007502927
1_04_13_00,65,3649.0,-13.522814841062143,-71.96144007608594
1_04_13_00,65,3650.0,-13.522814842587843,-71.96144007711568
1_04_13_00,65,3651.0,-13.522814843902939,-71.961440078117
1_04_13_00,65,3652.0,-13.522814845030197,-71.96144007908872
1_04_13_00,65,3653.0,-13.522814845990158,-71.96144008002996
1_04_13_00,65,3654.0,-13.522814846801335,-71.96144008094016
1_04_13_00,65,3655.0,-13.522814847480422,-71.96144008181902
1_04_13_00,65,3656.0,-13.522814848042445,-71.96144008266636
1_04_13_00,65,3657.0,-13.522814848500925,-71.96144008348227
1_04_13_00,65,3658.0,-13.522814848868027,-71.96144008426694
1_04_13_00,65,3659.0,-13.52281484915467,-71.96144008502068
1_04_13_00,65,3660.0,-13.522814849370667,-71.961440085744
1_04_13_00,65,3661.0,-13.522814849524808,-71.96144008643742
1_04_13_00,65,3662.0,-13.522814836170259,-71.96144008333413
1_04_13_00,65,3663.0,-13.522814810774797,-71.96144007684383
1_04_13_00,65,3664.0,-13.522814815030934,-71.96144007863974
1_04_13_00,65,3665.0,-13.522814818835448,-71.96144008029192
1_04_13_00,65,3666.0,-13.522814808776264,-71.9614400780443
1_04_13_00,65,3667.0,-13.522814786354267,-71.96144007231673
1_04_13_00,65,3668.0,-13.52281476638031,-71.96144006725609
1_04_13_00,65,3669.0,-13.522814748614143,-71.96144006279495
1_04_13_00,65,3670.0,-13.52281473283782,-71.96144005887224
1_04_13_00,65,3671.0,-13.52281471885366,-71.96144005543273
1_04_13_00,65,3672.0,-13.522814706482459,-71.96144005242637
1_04_13_00,65,3673.0,-13.52281470902199,-71.9614400535768
1_04_13_00,65,3674.0,-13.522814711402495,-71.9614400546647
1_04_13_00,65,3675.0,-13.522814713634018,-71.96144005569332
1_04_13_00,65,3676.0,-13.522814696810205,-71.96144009929174
1_04_13_00,65,3677.0,-13.52281468190721,-71.96144013821498
1_04_13_00,65,3678.0,-13.522814668733139,-71.96144017291643
1_04_13_00,65,3679.0,-13.522814657113962,-71.96144020380798
1_04_13_00,65,3680.0,-13.522814646891938,-71.96144023126368
1_04_13_00,65,3681.0,-13.52281463792415,-71.96144025562302
1_04_13_00,65,3682.0,-13.522814630081191,-71.96144027719401
1_04_13_00,65,3683.0,-13.522814623245951,-71.96144029625597
1_04_13_00,65,3684.0,-13.522814617312504,-71.96144031306211
1_04_13_00,65,3685.0,-13.522814612185092,-71.96144032784186
1_04_13_00,65,3686.0,-13.522814607777205,-71.96144034080294
1_04_13_00,65,3687.0,-13.52281462295544,-71.96144030943567
1_04_13_00,65,3688.0,-13.522814636643195,-71.96144028125323
1_04_13_00,65,3689.0,-13.522814648979411,-71.96144025595324
1_04_13_00,65,3690.0,-13.522814660090429,-71.96144023326104
1_04_13_00,65,3691.0,-13.52281467009112,-71.96144021292722
1_04_13_00,65,3692.0,-13.522814679085922,-71.96144019472524
1_04_13_00,65,3693.0,-13.522814687169756,-71.96144017844952
1_04_13_00,65,3694.0,-13.522814694428899,-71.96144016391341
1_04_13_00,65,3695.0,-13.52281469548444,-71.96144019736626
1_04_13_00,65,3696.0,-13.522814715380425,-71.96144018453661
1_04_13_00,65,3697.0,-13.522814733142548,-71.9614401730703
1_04_13_00,65,3698.0,-13.522814748978998,-71.96144016283495
1_04_13_00,65,3699.0,-13.522814763078607,-71.9614401537104
1_04_13_00,65,3700.0,-13.52281477561261,-71.9614401455877
1_04_13_00,65,3701.0,-13.522814792180178,-71.96144009197239
1_04_13_00,65,3702.0,-13.52281480688256,-71.96144004422709
1_04_13_00,65,3703.0,-13.522814801012462,-71.96144004437498
1_04_13_00,65,3704.0,-13.52281479568885,-71.96144004464834
1_04_13_00,65,3705.0,-13.522814790862524,-71.96144004502823
1_04_13_00,65,3706.0,-13.522814786488599,-71.96144004549768
1_04_13_00,65,3707.0,-13.522814763623229,-71.96144008865933
1_04_13_00,65,3708.0,-13.522814743180371,-71.96144012726226
1_04_13_00,65,3709.0,-13.522814724926556,-71.96144016174519
1_04_13_00,65,3710.0,-13.52281470864959,-71.96144019250673
1_04_13_00,65,3711.0,-13.522814694156718,-71.96144021990918
1_04_13_00,65,3712.0,-13.522814681272909,-71.96144024428152
1_04_13_00,65,3713.0,-13.522814683307859,-71.96144026968939
1_04_13_00,65,3714.0,-13.52281468518685,-71.96144029222701
1_04_13_00,65,3715.0,-13.522814686922057,-71.9614403121804
1_04_13_00,65,3716.0,-13.522814675054347,-71.9614403260424
1_04_13_00,65,3717.0,-13.522814664526956,-71.96144033822391
1_04_13_00,65,3718.0,-13.522814655206359,-71.96144034889755
1_04_13_00,65,3719.0,-13.522814646971494,-71.96144035821962
1_04_13_00,65,3720.0,-13.522814639712653,-71.9614403663315
1_04_13_00,65,3721.0,-13.522814633330455,-71.96144037336096
1_04_13_00,65,3722.0,-13.522814627734917,-71.96144037942352
1_04_13_00,65,3723.0,-13.522814622844608,-71.96144038462343
1_04_13_00,65,3724.0,-13.522814618585869,-71.96144038905487
1_04_13_00,65,3725.0,-13.522814614892106,-71.96144039280269
1_04_13_00,65,3726.0,-13.5228145927523,-71.9614404386639
1_04_13_00,65,3727.0,-13.522814573116559,-71.96144047935655
1_04_13_00,65,3728.0,-13.522814555735936,-71.96144051539369
1_04_13_00,65,3729.0,-13.522814540384568,-71.96144054724083
1_04_13_00,65,3730.0,-13.522814526857628,-71.96144057532003
1_04_13_00,65,3731.0,-13.522814514969497,-71.96144060001399
1_04_13_00,65,3732.0,-13.522814504552018,-71.96144062166928
1_04_13_00,65,3733.0,-13.52281449545297,-71.96144064059983
1_04_13_00,65,3734.0,-13.522814487534587,-71.96144065708963
1_04_13_00,65,3735.0,-13.522814480672313,-71.96144067139562
1_04_13_00,65,3736.0,-13.522814474753543,-71.96144068375
1_04_13_00,65,3737.0,-13.522814488662146,-71.96144065156703
1_04_13_00,65,3738.0,-13.522814501255212,-71.96144062248776
1_04_13_00,65,3739.0,-13.52281451265273,-71.96144059622591
1_04_13_00,65,3740.0,-13.522814522963943,-71.96144057252093
1_04_13_00,65,3741.0,-13.522814532288322,-71.96144055113578
1_04_13_00,65,3742.0,-13.522814540716432,-71.96144053185479
1_04_13_00,65,3743.0,-13.522814548330718,-71.96144051448185
1_04_13_00,65,3744.0,-13.522814555206226,-71.9614404988385
1_04_13_00,65,3745.0,-13.522814561411264,-71.9614404847625
1_04_13_00,65,3746.0,-13.522814567007991,-71.96144047210637
1_04_13_00,65,3747.0,-13.522814572052958,-71.96144046073596
1_04_13_00,65,3748.0,-13.522814576597625,-71.96144045052938
1_04_13_00,65,3749.0,-13.522814580688799,-71.96144044137588
1_04_13_00,65,3750.0,-13.522814584369046,-71.96144043317481
1_04_13_00,65,3751.0,-13.522814606628256,-71.96144038311716
1_04_13_00,65,3752.0,-13.522814626484708,-71.96144033849379
1_04_13_00,65,3753.0,-13.522814644174193,-71.96144029876997
1_04_13_00,65,3754.0,-13.522814659910384,-71.9614402634612
1_04_13_00,65,3755.0,-13.52281467388688,-71.96144023212854
1_04_13_00,65,3756.0,-13.522814686279066,-71.96144020437443
1_04_13_00,65,3757.0,-13.522814697245765,-71.9614401798389
1_04_13_00,65,3758.0,-13.522814706930784,-71.96144015819611
1_04_13_00,65,3759.0,-13.52281471546429,-71.96144013915114
1_04_13_00,65,3760.0,-13.52281472296407,-71.9614401224372
1_04_13_00,65,3761.0,-13.522814729536659,-71.96144010781306
1_04_13_00,65,3762.0,-13.522814735278388,-71.96144009506058
1_04_13_00,65,3763.0,-13.522814740276338,-71.96144008398271
1_04_13_00,65,3764.0,-13.52281474460917,-71.96144007440141
1_04_13_00,65,3765.0,-13.522814748347924,-71.96144006615597
1_04_13_00,65,3766.0,-13.522814751556718,-71.9614400591014
1_04_13_00,65,3767.0,-13.522814754293398,-71.9614400531069
1_04_13_00,65,3768.0,-13.522814756610117,-71.96144004805458
1_04_13_00,65,3769.0,-13.522814758553869,-71.9614400438383
1_04_13_00,65,3770.0,-13.522814760166964,-71.96144004036246
1_04_13_00,65,3771.0,-13.522814761487492,-71.96144003754107
1_04_13_00,65,3772.0,-13.52281476254969,-71.96144003529686
1_04_13_00,65,3773.0,-13.522814763384329,-71.96144003356046
1_04_13_00,65,3774.0,-13.522814764019023,-71.96144003226952
1_04_13_00,65,3775.0,-13.522814764478554,-71.96144003136823
1_04_13_00,65,3776.0,-13.52281476478513,-71.9614400308066
1_04_13_00,65,3777.0,-13.522814764958614,-71.96144003053985
1_04_13_00,65,3778.0,-13.52281476501679,-71.96144003052802
1_04_13_00,65,3779.0,-13.522814764975521,-71.9614400307354
1_04_13_00,65,3780.0,-13.52281476484897,-71.96144003113018
1_04_13_00,65,3781.0,-13.522814764649757,-71.96144003168406
1_04_13_00,65,3782.0,-13.522814764389086,-71.96144003237187
1_04_13_00,65,3783.0,-13.522814764076923,-71.96144003317126
1_04_13_00,65,3784.0,-13.522814763722103,-71.9614400340625
1_04_13_00,65,3785.0,-13.522814763332427,-71.9614400350281
1_04_13_00,65,3786.0,-13.522814762914793,-71.96144003605268
1_04_13_00,65,3787.0,-13.522814762475278,-71.96144003712268
1_04_13_00,65,3788.0,-13.522814762019207,-71.9614400382262
1_04_13_00,65,3789.0,-13.52281476155125,-71.96144003935287
1_04_13_00,65,3790.0,-13.522814761075486,-71.96144004049363
1_04_13_00,65,3791.0,-13.522814760595466,-71.96144004164066
1_04_13_00,65,3792.0,-13.52281476011425,-71.96144004278715
1_04_13_00,65,3793.0,-13.52281475963449,-71.96144004392728
1_04_13_00,65,3794.0,-13.522814759158448,-71.96144004505607
1_04_13_00,65,3795.0,-13.52281475868806,-71.96144004616929
1_04_13_00,65,3796.0,-13.522814758224952,-71.9614400472634
1_04_13_00,65,3797.0,-13.52281475777049,-71.96144004833542
1_04_13_00,65,3798.0,-13.5228147573258,-71.96144004938296
1_04_13_00,65,3799.0,-13.522814737983929,-71.96144009302493
1_04_13_00,65,3800.0,-13.522814720703401,-71.96144013201815
1_04_13_00,65,3801.0,-13.522814724202288,-71.96144012416961
1_04_13_00,65,3802.0,-13.52281470841282,-71.9614401597976
1_04_13_00,65,3803.0,-13.522814694340132,-71.96144019155382
1_04_13_00,65,3804.0,-13.522814681816492,-71.96144021981642
1_04_13_00,65,3805.0,-13.522814670689607,-71.9614402449288
1_04_13_00,65,3806.0,-13.522814660821268,-71.96144026720258
1_04_13_00,65,3807.0,-13.522814652086085,-71.96144028692049
1_04_13_00,65,3808.0,-13.522814644370374,-71.9614403043389
1_04_13_00,65,3809.0,-13.522814637571084,-71.96144031969011
1_04_13_00,65,3810.0,-13.522814631594867,-71.96144033318467
1_04_13_00,65,3811.0,-13.52281462635719,-71.96144034501316
1_04_13_00,65,3812.0,-13.522814621781558,-71.96144035534809
1_04_13_00,65,3813.0,-13.52281461779876,-71.96144036434553
1_04_13_00,65,3814.0,-13.522814614346236,-71.9614403721466
1_04_13_00,65,3815.0,-13.52281461136744,-71.96144037887878
1_04_13_00,65,3816.0,-13.522814608811315,-71.96144038465718
1_04_13_00,65,3817.0,-13.522814606631783,-71.96144038958579
1_04_13_00,65,3818.0,-13.522814604787275,-71.96144039375832
1_04_13_00,65,3819.0,-13.522814603240318,-71.96144039725928
1_04_13_00,65,3820.0,-13.522814601957172,-71.96144040016483
1_04_13_00,65,3821.0,-13.522814600907447,-71.96144040254343
1_04_13_00,65,3822.0,-13.522814600063828,-71.96144040445677
1_04_13_00,65,3823.0,-13.522814599401757,-71.96144040596019
1_04_13_00,65,3824.0,-13.522814598899188,-71.96144040710345
1_04_13_00,65,3825.0,-13.522814598536337,-71.96144040793116
1_04_13_00,65,3826.0,-13.522814598295485,-71.96144040848331
1_04_13_00,65,3827.0,-13.522814598160764,-71.96144040879571
1_04_13_00,65,3828.0,-13.522814598117977,-71.96144040890036
1_04_13_00,65,3829.0,-13.522814598154456,-71.96144040882588
1_04_13_00,65,3830.0,-13.522814598258895,-71.96144040859775
1_04_13_00,65,3831.0,-13.522814598421226,-71.9614404082387
1_04_13_00,65,3832.0,-13.52281459863249,-71.96144040776896
1_04_13_00,65,3833.0,-13.522814598884734,-71.96144040720644
1_04_13_00,65,3834.0,-13.522814599170914,-71.96144040656709
1_04_13_00,65,3835.0,-13.522814599484795,-71.96144040586496
1_04_13_00,65,3836.0,-13.522814599820872,-71.96144040511248
1_04_13_00,65,3837.0,-13.522814600174309,-71.96144040432061
1_04_13_00,65,3838.0,-13.52281461401724,-71.96144040726519
1_04_13_00,65,3839.0,-13.522814639879924,-71.96144041354503
1_04_13_00,65,3840.0,-13.522814636012173,-71.96144041150023
1_04_13_00,65,3841.0,-13.522814632564907,-71.96144040956437
1_04_13_00,65,3842.0,-13.522814629496915,-71.96144040773211
1_04_13_00,65,3843.0,-13.522814640246072,-71.96144040976445
1_04_13_00,65,3844.0,-13.522814663312875,-71.96144041524695
1_04_13_00,65,3845.0,-13.522814683870436,-71.96144042003968
1_04_13_00,65,3846.0,-13.522814702165,-71.96144042421479
1_04_13_00,65,3847.0,-13.522814718419893,-71.96144042783742
1_04_13_00,65,3848.0,-13.522814732837583,-71.96144043096643
1_04_13_00,65,3849.0,-13.522814745601595,-71.96144043365497
1_04_13_00,65,3850.0,-13.5228147568782,-71.961440435951
1_04_13_00,65,3851.0,-13.522814766817993,-71.96144043789775
1_04_13_00,65,3852.0,-13.522814775557322,-71.9614404395342
1_04_13_00,65,3853.0,-13.522814783219587,-71.96144044089543
1_04_13_00,65,3854.0,-13.522814789916415,-71.96144044201309
1_04_13_00,65,3855.0,-13.522814795748742,-71.96144044291552
1_04_13_00,65,3856.0,-13.522814800807804,-71.96144044362835
1_04_13_00,65,3857.0,-13.522814791707304,-71.96144044040997
1_04_13_00,65,3858.0,-13.522814802369526,-71.96144039475129
1_04_13_00,65,3859.0,-13.52281481174473,-71.96144035398504
1_04_13_00,65,3860.0,-13.522814801056818,-71.9614403603155
1_04_13_00,65,3861.0,-13.522814810300893,-71.96144032329806
1_04_13_00,65,3862.0,-13.522814799508835,-71.96144033300176
1_04_13_00,65,3863.0,-13.522814789760409,-71.96144034171
1_04_13_00,65,3864.0,-13.522814780959573,-71.96144034951739
1_04_13_00,65,3865.0,-13.522814773018872,-71.96144035650997
1_04_13_00,65,3866.0,-13.522814765858653,-71.96144036276593
1_04_13_00,65,3867.0,-13.522814759406407,-71.96144036835626
1_04_13_00,65,3868.0,-13.522814753596128,-71.9614403733455
1_04_13_00,65,3869.0,-13.522814748367765,-71.9614403777922
1_04_13_00,65,3870.0,-13.522814743666663,-71.96144038174948
1_04_13_00,65,3871.0,-13.522814739443124,-71.9614403852656
1_04_13_00,65,3872.0,-13.522814735651957,-71.96144038838433
1_04_13_00,65,3873.0,-13.522814732252062,-71.96144039114525
1_04_13_00,65,3874.0,-13.522814729206099,-71.96144039358435
1_04_13_00,65,3875.0,-13.522814726480131,-71.96144039573417
1_04_13_00,65,3876.0,-13.522814724043334,-71.96144039762423
1_04_13_00,65,3877.0,-13.522814721867706,-71.96144039928119
1_04_13_00,65,3878.0,-13.52281471992784,-71.96144040072919
1_04_13_00,65,3879.0,-13.522814718200667,-71.96144040199009
1_04_13_00,65,3880.0,-13.522814716665255,-71.96144040308363
1_04_13_00,65,3881.0,-13.52281471530263,-71.96144040402767
1_04_13_00,65,3882.0,-13.522814714095569,-71.96144040483826
1_04_13_00,65,3883.0,-13.522814713028483,-71.96144040552996
1_04_13_00,65,3884.0,-13.522814712087241,-71.96144040611593
1_04_13_00,65,3885.0,-13.522814711259036,-71.96144040660789
1_04_13_00,65,3886.0,-13.522814710532286,-71.96144040701654
1_04_13_00,65,3887.0,-13.522814709896506,-71.96144040735147
1_04_13_00,65,3888.0,-13.522814695870258,-71.96144040385573
1_04_13_00,65,3889.0,-13.522814683380473,-71.96144040071171
1_04_13_00,65,3890.0,-13.52281467227609,-71.96144039788628
1_04_13_00,65,3891.0,-13.522814662420078,-71.96144039534931
1_04_13_00,65,3892.0,-13.522814653688181,-71.9614403930735
1_04_13_00,65,3893.0,-13.522814645967765,-71.96144039103388
1_04_13_00,65,3894.0,-13.522814639156778,-71.96144038920787
1_04_13_00,65,3895.0,-13.522814633162787,-71.96144038757492
1_04_13_00,65,3896.0,-13.5228146279021,-71.96144038611637
1_04_13_00,65,3897.0,-13.522814623299,-71.96144038481529
1_04_13_00,65,3898.0,-13.52281461928498,-71.96144038365628
1_04_13_00,65,3899.0,-13.522814615798113,-71.96144038262541
1_04_13_00,65,3900.0,-13.522814612782435,-71.96144038171
1_04_13_00,65,3901.0,-13.522814610187407,-71.9614403808986
1_04_13_00,65,3902.0,-13.522814607967396,-71.96144038018076
1_04_13_00,65,3903.0,-13.522814625026866,-71.96144033684268
1_04_13_00,65,3904.0,-13.522814640320103,-71.96144029823147
1_04_13_00,65,3905.0,-13.52281465401671,-71.96144026388129
1_04_13_00,65,3906.0,-13.52281464733745,-71.96144027604487
1_04_13_00,65,3907.0,-13.522814641414243,-71.96144028702312
1_04_13_00,65,3908.0,-13.522814636171649,-71.96144029692566
1_04_13_00,65,3909.0,-13.522814631541287,-71.96144030585218
1_04_13_00,65,3910.0,-13.522814627461196,-71.96144031389353
1_04_13_00,65,3911.0,-13.522814623875268,-71.96144032113237
1_04_13_00,65,3912.0,-13.522814620732701,-71.96144032764387
1_04_13_00,65,3913.0,-13.52281461798753,-71.96144033349645
1_04_13_00,65,3914.0,-13.522814615598188,-71.96144033875237
1_04_13_00,65,3915.0,-13.522814613527093,-71.96144034346817
1_04_13_00,65,3916.0,-13.522814611740296,-71.96144034769529
1_04_13_00,65,3917.0,-13.52281461020714,-71.96144035148048
1_04_13_00,65,3918.0,-13.522814608899962,-71.9614403548662
1_04_13_00,65,3919.0,-13.522814607793805,-71.96144035789102
1_04_13_00,65,3920.0,-13.52281460686618,-71.96144036058995
1_04_13_00,65,3921.0,-13.52281460609684,-71.96144036299484
1_04_13_00,65,3922.0,-13.52281460546754,-71.96144036513445
1_04_13_00,65,3923.0,-13.522814604961887,-71.96144036703501
1_04_13_00,65,3924.0,-13.522814604565154,-71.96144036872025
1_04_13_00,65,3925.0,-13.522814604264102,-71.96144037021166
1_04_13_00,65,3926.0,-13.522814604046866,-71.96144037152877
1_04_13_00,65,3927.0,-13.522814603902814,-71.96144037268922
1_04_13_00,65,3928.0,-13.522814603822418,-71.96144037370901
1_04_13_00,65,3929.0,-13.522814603797169,-71.96144037460259
1_04_13_00,65,3930.0,-13.522814603819466,-71.96144037538309
1_04_13_00,65,3931.0,-13.522814603882521,-71.96144037606233
1_04_13_00,65,3932.0,-13.522814603980297,-71.96144037665103
1_04_13_00,65,3933.0,-13.522814604107413,-71.9614403771588
1_04_13_00,65,3934.0,-13.522814604259109,-71.96144037759444
1_04_13_00,65,3935.0,-13.522814604431153,-71.96144037796579
1_04_13_00,65,3936.0,-13.5228146046198,-71.96144037827996
1_04_13_00,65,3937.0,-13.522814604821754,-71.96144037854333
1_04_13_00,65,3938.0,-13.522814605034108,-71.96144037876172
1_04_13_00,65,3939.0,-13.522814605254311,-71.96144037894027
1_04_13_00,65,3940.0,-13.522814605480129,-71.96144037908367
1_04_13_00,65,3941.0,-13.522814605709602,-71.96144037919609
1_04_13_00,65,3942.0,-13.52281462488667,-71.96144033657693
1_04_13_00,65,3943.0,-13.522814623059972,-71.96144034127852
1_04_13_00,65,3944.0,-13.522814640375385,-71.96144030281017
1_04_13_00,65,3945.0,-13.522814636873019,-71.961440311244
1_04_13_00,65,3946.0,-13.522814633735338,-71.96144031883388
1_04_13_00,65,3947.0,-13.522814649865898,-71.96144028297037
1_04_13_00,65,3948.0,-13.52281466423312,-71.96144025106038
1_04_13_00,65,3949.0,-13.522814671549321,-71.96144026915083
1_04_13_00,65,3950.0,-13.522814659096163,-71.96144032808536
1_04_13_00,65,3951.0,-13.52281466688244,-71.96144033802831
1_04_13_00,65,3952.0,-13.52281467379068,-71.96144034691581
1_04_13_00,65,3953.0,-13.522814679908425,-71.9614403548501
1_04_13_00,65,3954.0,-13.522814671843452,-71.96144035815783
1_04_13_00,65,3955.0,-13.522814664602791,-71.96144036109868
1_04_13_00,65,3956.0,-13.522814658108182,-71.96144036370899
1_04_13_00,65,3957.0,-13.522814652288488,-71.96144036602162
1_04_13_00,65,3958.0,-13.52281464707907,-71.96144036806639
1_04_13_00,65,3959.0,-13.5228146424212,-71.96144036987032
1_04_13_00,65,3960.0,-13.52281463826154,-71.96144037145788
1_04_13_00,65,3961.0,-13.522814634551661,-71.96144037285126
1_04_13_00,65,3962.0,-13.52281463124761,-71.96144037407049
1_04_13_00,65,3963.0,-13.522814628309499,-71.96144037513368
1_04_13_00,65,3964.0,-13.522814625701153,-71.96144037605728
1_04_13_00,65,3965.0,-13.522814623389767,-71.96144037685607
1_04_13_00,65,3966.0,-13.5228146213456,-71.96144037754348
1_04_13_00,65,3967.0,-13.522814619541718,-71.96144037813157
1_04_13_00,65,3968.0,-13.522814617953708,-71.9614403786312
1_04_13_00,65,3969.0,-13.522814616559486,-71.96144037905226
1_04_13_00,65,3970.0,-13.522814615339058,-71.96144037940357
