frame,id,x,y,type
4828,210,1888.0,907.5,ped
4829,210,1888.0,907.0,ped
4830,210,1884.0,907.0,ped
4831,210,1884.0,907.0,ped
4832,210,1879.5,907.0,ped
4833,210,1879.0,907.0,ped
4834,210,1875.5,901.0,ped
4835,210,1875.5,901.0,ped
4836,210,1871.5,901.0,ped
4837,210,1871.0,900.5,ped
4838,210,1871.0,900.5,ped
4839,210,1870.0,895.0,ped
4840,210,1869.5,895.0,ped
4841,210,1864.0,887.5,ped
4842,210,1863.5,887.5,ped
4843,210,1858.5,881.5,ped
4844,210,1856.0,857.0,ped
4845,210,1856.5,857.5,ped
4846,210,1851.0,842.5,ped
4847,210,1851.5,842.5,ped
4848,210,1847.5,832.5,ped
4849,210,1847.5,831.5,ped
4850,210,1847.5,832.0,ped
4851,210,1844.5,823.5,ped
4852,210,1844.5,823.0,ped
4853,210,1840.5,819.5,ped
4854,210,1840.0,819.0,ped
4855,210,1837.0,808.0,ped
4856,210,1837.5,808.0,ped
4857,210,1833.0,796.5,ped
4858,210,1833.5,796.0,ped
4859,210,1829.5,782.0,ped
4860,210,1830.0,782.0,ped
4861,210,1826.5,773.0,ped
4862,210,1822.0,763.0,ped
4863,210,1822.5,762.5,ped
4864,210,1822.5,762.5,ped
4865,210,1818.5,756.5,ped
4866,210,1818.5,756.5,ped
4867,210,1816.0,748.5,ped
4868,210,1816.0,748.5,ped
4869,210,1811.5,741.5,ped
4870,210,1812.0,741.5,ped
4871,210,1808.5,734.0,ped
4872,210,1808.5,733.0,ped
4873,210,1804.0,720.5,ped
4874,210,1804.5,720.5,ped
4875,210,1800.5,714.0,ped
4876,210,1800.5,714.5,ped
4877,210,1797.5,703.5,ped
4878,210,1797.5,703.5,ped
4879,210,1791.0,697.0,ped
4880,210,1791.0,697.0,ped
4881,210,1786.0,689.5,ped
4882,210,1786.0,689.5,ped
4883,210,1779.0,682.0,ped
4884,210,1779.0,682.0,ped
4885,210,1772.5,674.5,ped
4886,210,1772.5,674.5,ped
4887,210,1759.5,670.5,ped
4888,210,1759.5,670.5,ped
4889,210,1751.0,661.5,ped
4890,210,1751.0,661.5,ped
4891,210,1741.5,655.5,ped
4892,210,1741.5,655.5,ped
4893,210,1738.0,652.0,ped
4894,210,1738.0,652.0,ped
4895,210,1734.0,645.0,ped
4896,210,1734.0,645.0,ped
4897,210,1722.5,638.0,ped
4898,210,1722.5,637.5,ped
4899,210,1719.0,631.0,ped
4900,210,1719.0,630.5,ped
4901,210,1712.0,625.0,ped
4902,210,1712.0,625.0,ped
4903,210,1701.5,616.0,ped
4904,210,1701.0,615.5,ped
4905,210,1695.0,609.5,ped
4906,210,1695.0,609.5,ped
4907,210,1692.0,604.5,ped
4908,210,1692.0,604.5,ped
4909,210,1685.0,599.5,ped
4910,210,1685.0,599.5,ped
