frame,id,x,y,type
6453,348,1886.0,898.5,ped
6454,348,1881.0,891.5,ped
6455,348,1881.0,892.0,ped
6456,348,1876.5,883.5,ped
6457,348,1876.0,883.0,ped
6458,348,1876.0,883.0,ped
6460,348,1872.0,863.0,ped
6461,348,1867.0,857.5,ped
6462,348,1867.0,857.5,ped
6463,348,1863.5,835.5,ped
6464,348,1864.0,835.5,ped
6465,348,1859.0,825.0,ped
6466,348,1859.0,825.0,ped
6467,348,1852.0,814.0,ped
6468,348,1852.0,813.5,ped
6470,348,1843.5,781.0,ped
6471,348,1844.0,781.0,ped
6472,348,1839.0,770.0,ped
6473,348,1839.0,769.5,ped
6474,348,1839.0,769.5,ped
6475,348,1835.0,759.5,ped
6476,348,1835.5,759.5,ped
6477,348,1830.5,749.0,ped
6478,348,1830.5,748.5,ped
6479,348,1826.0,738.0,ped
6480,348,1826.0,737.5,ped
6482,348,1822.0,729.5,ped
6484,348,1816.5,718.0,ped
6485,348,1809.5,706.5,ped
6486,348,1809.5,706.0,ped
6487,348,1801.0,696.5,ped
6488,348,1801.0,697.0,ped
6489,348,1792.5,688.5,ped
6490,348,1792.5,688.5,ped
6491,348,1783.5,680.0,ped
6492,348,1783.5,679.5,ped
6493,348,1775.0,673.0,ped
6494,348,1775.0,673.0,ped
6495,348,1767.0,664.0,ped
6496,348,1767.0,664.0,ped
6497,348,1759.0,657.0,ped
6498,348,1759.0,657.0,ped
6499,348,1750.5,651.0,ped
6500,348,1750.5,650.0,ped
6501,348,1750.5,650.0,ped
6502,348,1744.0,642.5,ped
6503,348,1734.5,636.0,ped
6504,348,1734.5,636.0,ped
6505,348,1727.0,629.0,ped
6506,348,1727.5,628.5,ped
6507,348,1720.0,621.5,ped
6508,348,1720.0,621.5,ped
6509,348,1714.5,615.0,ped
6510,348,1714.5,615.0,ped
6511,348,1706.5,609.0,ped
6512,348,1706.5,608.5,ped
6513,348,1699.0,600.0,ped
6514,348,1699.0,600.0,ped
6515,348,1693.0,595.0,ped
6516,348,1693.0,594.5,ped
