frame,id,x,y,type
6917,370,1896.0,701.0,ped
6918,370,1895.5,701.0,ped
6919,370,1888.5,691.5,ped
6920,370,1888.0,691.0,ped
6921,370,1883.0,688.0,ped
6922,370,1882.5,688.0,ped
6924,370,1876.0,680.5,ped
6925,370,1870.5,670.0,ped
6926,370,1870.0,670.0,ped
6927,370,1862.5,668.0,ped
6928,370,1862.0,668.5,ped
6930,370,1857.5,664.0,ped
6931,370,1848.5,662.0,ped
6932,370,1848.5,662.0,ped
6933,370,1846.0,656.5,ped
6934,370,1845.5,656.5,ped
6936,370,1838.5,650.0,ped
6938,370,1833.5,641.5,ped
6939,370,1827.0,627.0,ped
6940,370,1827.0,627.0,ped
6941,370,1827.0,627.0,ped
6942,370,1823.5,615.5,ped
6943,370,1824.0,615.0,ped
6944,370,1816.5,603.5,ped
6945,370,1817.0,603.0,ped
6947,370,1808.0,583.0,ped
6948,370,1808.5,582.5,ped
6949,370,1799.5,575.0,ped
6950,370,1799.5,574.5,ped
6951,370,1799.5,574.5,ped
6952,370,1791.5,565.0,ped
6953,370,1791.5,565.0,ped
6954,370,1780.5,557.5,ped
6955,370,1780.5,557.5,ped
6956,370,1771.5,547.5,ped
6957,370,1771.5,547.0,ped
6958,370,1758.0,538.5,ped
6959,370,1758.0,538.5,ped
6960,370,1747.5,530.0,ped
6961,370,1747.5,530.0,ped
6962,370,1734.5,523.0,ped
6963,370,1734.5,523.0,ped
6964,370,1729.0,515.5,ped
6965,370,1729.0,515.5,ped
6966,370,1718.5,504.5,ped
6967,370,1718.5,504.5,ped
6968,370,1707.5,498.0,ped
6969,370,1707.5,498.0,ped
6970,370,1695.5,490.5,ped
6971,370,1686.5,481.0,ped
6972,370,1686.5,481.0,ped
6973,370,1686.5,481.0,ped
6974,370,1678.5,474.0,ped
6975,370,1678.5,474.0,ped
6976,370,1669.0,467.0,ped
6977,370,1669.0,467.0,ped
6978,370,1660.5,463.0,ped
6979,370,1660.5,463.0,ped
6980,370,1650.5,455.0,ped
6981,370,1643.0,447.0,ped
6982,370,1643.0,447.0,ped
6983,370,1634.0,440.5,ped
6984,370,1634.0,440.5,ped
6985,370,1634.0,440.5,ped
6986,370,1625.5,433.5,ped
6987,370,1625.5,433.5,ped
6988,370,1619.0,430.5,ped
6989,370,1618.5,430.0,ped
6990,370,1611.5,423.5,ped
6991,370,1611.5,423.5,ped
6992,370,1602.0,417.5,ped
6993,370,1602.0,417.0,ped
6994,370,1595.5,411.5,ped
6995,370,1595.5,411.5,ped
6996,370,1588.0,406.0,ped
6997,370,1588.0,406.0,ped
6998,370,1581.0,400.5,ped
6999,370,1572.5,397.5,ped
7000,370,1572.5,397.0,ped
7001,370,1573.0,397.0,ped
7002,370,1565.5,392.0,ped
7003,370,1565.5,392.0,ped
7004,370,1559.0,385.0,ped
7005,370,1559.0,385.0,ped
7006,370,1551.0,382.0,ped
7007,370,1551.0,382.0,ped
7008,370,1546.0,378.0,ped
7009,370,1546.0,378.0,ped
7010,370,1539.5,373.0,ped
7011,370,1539.5,373.0,ped
7012,370,1532.5,369.5,ped
7013,370,1532.5,369.5,ped
7014,370,1524.5,363.5,ped
7015,370,1524.5,363.0,ped
7016,370,1518.0,361.0,ped
7017,370,1518.0,361.0,ped
7018,370,1514.0,356.5,ped
7019,370,1514.0,356.5,ped
7020,370,1507.5,353.0,ped
7021,370,1508.0,352.5,ped
7022,370,1503.0,348.0,ped
7023,370,1503.0,348.0,ped
7024,370,1494.5,345.0,ped
7025,370,1495.0,345.0,ped
7026,370,1490.5,342.0,ped
7027,370,1490.5,342.0,ped
