frame,id,x,y,type
1092,154,1710.5,442.5,ped
1093,154,1710.5,442.5,ped
1094,154,1709.5,444.5,ped
1095,154,1709.5,444.0,ped
1096,154,1707.0,445.0,ped
1097,154,1707.0,444.5,ped
1098,154,1701.5,445.0,ped
1099,154,1701.5,445.0,ped
1100,154,1701.0,441.0,ped
1101,154,1701.0,441.0,ped
1102,154,1700.0,443.5,ped
1103,154,1700.0,443.5,ped
1104,154,1698.5,443.0,ped
1105,154,1698.5,443.0,ped
1106,154,1696.5,442.5,ped
1107,154,1696.5,442.5,ped
1108,154,1696.0,442.5,ped
1112,154,1689.0,439.0,ped
1113,154,1688.5,438.5,ped
1114,154,1688.0,438.5,ped
1117,154,1680.0,437.5,ped
1118,154,1680.0,437.5,ped
1119,154,1680.0,437.5,ped
1120,154,1672.5,442.0,ped
1121,154,1672.5,442.0,ped
1122,154,1671.0,441.5,ped
1123,154,1671.0,441.5,ped
1124,154,1669.5,442.0,ped
1125,154,1669.0,442.0,ped
1126,154,1669.5,441.5,ped
1127,154,1669.5,441.5,ped
1128,154,1670.5,445.0,ped
1129,154,1670.5,445.0,ped
1130,154,1670.5,449.5,ped
1131,154,1670.5,449.5,ped
1132,154,1670.0,450.5,ped
1136,154,1663.0,441.0,ped
1137,154,1663.0,441.0,ped
1138,154,1662.5,441.0,ped
1142,154,1656.0,447.0,ped
1143,154,1656.0,447.0,ped
1144,154,1654.0,445.0,ped
1145,154,1654.0,445.0,ped
1146,154,1653.5,447.0,ped
1147,154,1653.5,447.0,ped
1148,154,1651.5,447.0,ped
1149,154,1651.5,446.5,ped
1150,154,1651.5,447.0,ped
1151,154,1650.5,446.5,ped
1152,154,1650.5,446.0,ped
1153,154,1647.5,449.0,ped
1154,154,1644.0,445.5,ped
1155,154,1644.0,445.5,ped
1156,154,1641.0,440.5,ped
1157,154,1641.0,440.5,ped
1158,154,1639.0,439.5,ped
1159,154,1639.0,440.0,ped
1160,154,1639.0,440.5,ped
1161,154,1639.0,440.5,ped
1162,154,1638.0,442.5,ped
1163,154,1638.0,442.5,ped
1164,154,1636.0,442.0,ped
1165,154,1636.0,442.5,ped
1166,154,1634.0,440.5,ped
1167,154,1634.0,440.5,ped
1168,154,1634.0,440.5,ped
1169,154,1630.5,438.5,ped
1170,154,1630.0,438.0,ped
1171,154,1628.0,445.0,ped
1172,154,1628.0,445.0,ped
1173,154,1626.0,438.0,ped
1174,154,1625.5,445.0,ped
1175,154,1625.5,445.0,ped
1176,154,1623.0,444.5,ped
1177,154,1623.0,444.5,ped
1178,154,1618.5,441.0,ped
1179,154,1618.5,441.0,ped
1180,154,1617.0,440.5,ped
1182,154,1613.5,441.0,ped
1183,154,1613.5,441.0,ped
1184,154,1613.0,442.5,ped
1185,154,1613.0,442.5,ped
1186,154,1612.5,442.5,ped
1187,154,1611.0,443.0,ped
1188,154,1611.0,443.0,ped
1189,154,1610.5,443.0,ped
1191,154,1608.5,440.5,ped
1192,154,1608.5,437.0,ped
1193,154,1608.5,437.0,ped
1194,154,1606.5,439.5,ped
1195,154,1606.5,439.5,ped
1196,154,1604.0,437.5,ped
1197,154,1604.0,437.5,ped
1198,154,1601.5,436.5,ped
1199,154,1601.5,436.5,ped
1200,154,1601.0,436.0,ped
1203,154,1598.0,436.5,ped
1204,154,1598.0,437.5,ped
1205,154,1596.5,441.0,ped
1206,154,1596.5,441.0,ped
1207,154,1596.0,441.0,ped
1209,154,1591.0,440.5,ped
1210,154,1588.5,441.5,ped
1211,154,1588.5,441.5,ped
1212,154,1587.0,441.0,ped
1213,154,1587.0,441.0,ped
