               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 117,            0.025184,            0.042346,                   0,             0.93261,             0.91749,             0.97412,             0.74754,            0.024109,            0.048325,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.025161,             0.04163,                   0,             0.94073,             0.91052,             0.97352,             0.74837,            0.024118,            0.048256,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.025294,            0.042115,                   0,             0.93665,             0.91506,             0.97394,             0.74775,            0.024206,            0.048325,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.025354,            0.042172,                   0,             0.94462,             0.91155,              0.9743,             0.74728,            0.024133,            0.048275,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.024922,            0.041563,                   0,             0.93776,             0.91493,             0.97474,             0.74869,            0.024081,            0.047975,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.025087,            0.041869,                   0,             0.92607,             0.92338,             0.97341,             0.74772,            0.024124,            0.048345,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.025174,            0.041771,                   0,             0.92436,              0.9267,              0.9733,             0.74804,            0.024113,            0.048203,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.025099,            0.042035,                   0,             0.93097,             0.91939,             0.97447,             0.75016,            0.024092,            0.048033,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.025173,            0.042373,                   0,             0.93489,             0.91398,             0.97411,             0.74921,            0.024134,            0.048211,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.025021,            0.042775,                   0,             0.94241,             0.90667,             0.97461,              0.7493,            0.024115,            0.048173,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.024907,            0.041591,                   0,             0.93494,             0.91336,             0.97429,             0.75033,            0.024053,            0.048104,                   0,            0.005842,            0.005842,            0.005842
                 128,             0.02504,            0.041893,                   0,             0.94012,             0.90997,             0.97435,              0.7497,            0.024072,            0.048201,                   0,            0.005809,            0.005809,            0.005809
                 129,             0.02502,            0.042365,                   0,             0.92961,             0.91945,             0.97465,             0.75245,             0.02402,            0.047945,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.024993,            0.041356,                   0,             0.93834,             0.90923,             0.97416,             0.75039,            0.024039,            0.048165,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.024985,            0.042405,                   0,             0.93224,             0.91625,              0.9748,              0.7506,            0.024052,            0.047991,                   0,             0.00571,             0.00571,             0.00571
                 132,             0.02492,            0.041607,                   0,             0.93237,             0.91818,             0.97428,             0.75173,            0.023997,             0.04788,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.025186,            0.042796,                   0,             0.93468,              0.9169,             0.97436,              0.7515,            0.023985,            0.047955,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.024767,            0.042462,                   0,             0.93433,             0.91415,             0.97439,             0.75004,            0.024032,            0.048067,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.024813,             0.04198,                   0,               0.928,             0.92179,             0.97394,              0.7502,            0.024035,            0.048028,                   0,            0.005578,            0.005578,            0.005578
                 136,             0.02505,             0.04197,                   0,             0.93383,             0.91776,             0.97518,             0.75263,            0.024001,            0.048089,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.024902,            0.041639,                   0,             0.93609,             0.91798,             0.97516,             0.75198,            0.023994,            0.047953,                   0,            0.005512,            0.005512,            0.005512
                 138,             0.02487,            0.041756,                   0,              0.9369,             0.91729,             0.97495,             0.75213,            0.023992,            0.048077,                   0,            0.005479,            0.005479,            0.005479
                 139,             0.02496,            0.041819,                   0,             0.93111,             0.92143,             0.97468,             0.75119,             0.02402,            0.048014,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.024919,            0.042003,                   0,             0.93107,             0.92079,             0.97383,             0.75033,            0.024006,            0.047849,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.024974,            0.042514,                   0,             0.93504,             0.91866,             0.97492,              0.7515,            0.023971,             0.04784,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.024702,            0.041555,                   0,             0.93387,             0.91839,             0.97523,             0.75204,            0.023948,            0.047852,                   0,            0.005347,            0.005347,            0.005347
                 143,             0.02477,            0.041926,                   0,              0.9338,             0.91709,             0.97511,             0.75197,            0.023937,            0.047853,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.024815,            0.041767,                   0,             0.92738,             0.92377,             0.97398,             0.75242,            0.023912,            0.047906,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.024756,            0.041464,                   0,             0.92814,             0.92112,             0.97378,             0.75308,            0.023883,            0.047796,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.024903,            0.041464,                   0,              0.9295,             0.92122,             0.97369,             0.75345,            0.023869,            0.047618,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.024813,            0.041591,                   0,             0.93423,              0.9165,             0.97464,             0.75296,            0.023853,            0.047671,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.024782,            0.041174,                   0,              0.9322,             0.91841,             0.97492,             0.75342,            0.023831,            0.047708,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.024571,            0.041273,                   0,              0.9365,             0.91375,             0.97445,             0.75346,            0.023855,            0.047627,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.024603,            0.041384,                   0,             0.93885,             0.91139,             0.97522,             0.75345,            0.023887,            0.047812,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.024743,            0.041702,                   0,             0.93738,             0.91375,             0.97419,             0.75167,              0.0239,            0.047834,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.024704,            0.041683,                   0,             0.93657,              0.9167,             0.97467,             0.75286,            0.023895,            0.047803,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.024674,            0.041649,                   0,             0.93935,             0.91336,             0.97526,             0.75353,            0.023887,            0.047726,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.024746,            0.041922,                   0,             0.93555,             0.91788,             0.97513,             0.75359,            0.023901,            0.047796,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.024675,            0.041978,                   0,              0.9324,             0.91863,             0.97538,             0.75387,            0.023882,             0.04767,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.024779,            0.041335,                   0,             0.94136,             0.91081,             0.97526,             0.75402,            0.023906,            0.047914,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.024469,            0.041161,                   0,             0.93989,             0.91277,             0.97544,              0.7532,            0.023869,            0.047823,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.024594,            0.041551,                   0,             0.93865,             0.91473,             0.97569,              0.7537,            0.023847,            0.047806,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.024573,            0.041166,                   0,             0.93881,             0.91375,             0.97471,             0.75361,            0.023888,            0.047821,                   0,            0.004786,            0.004786,            0.004786
                 160,             0.02447,            0.041474,                   0,             0.95064,             0.90255,             0.97477,             0.75378,            0.023885,            0.047799,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.024634,            0.042015,                   0,              0.9369,             0.91603,             0.97462,              0.7527,            0.023866,            0.047818,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.024576,            0.041023,                   0,             0.93926,              0.9144,             0.97487,             0.75341,            0.023827,            0.047766,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.024606,            0.042193,                   0,             0.94362,             0.90923,             0.97477,             0.75415,            0.023806,            0.047673,                   0,            0.004654,            0.004654,            0.004654
                 164,             0.02458,             0.04126,                   0,              0.9412,             0.91205,             0.97517,             0.75416,            0.023817,            0.047661,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.024628,             0.04146,                   0,             0.93396,              0.9196,             0.97473,             0.75456,            0.023792,            0.047678,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.024647,            0.041831,                   0,             0.93803,             0.91591,              0.9748,              0.7547,            0.023774,            0.047598,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.024521,            0.041505,                   0,             0.94062,             0.91356,             0.97546,             0.75429,            0.023765,            0.047577,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.024352,            0.040542,                   0,             0.93915,              0.9157,             0.97521,             0.75412,            0.023781,            0.047654,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.024507,            0.041154,                   0,             0.93849,             0.91428,             0.97517,             0.75477,            0.023777,            0.047685,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.024552,            0.040894,                   0,             0.93756,             0.91448,             0.97497,             0.75503,            0.023778,            0.047643,                   0,            0.004423,            0.004423,            0.004423
