frame,id,x,y,type
7005,706,1025.0,149.5,ped
7006,706,1025.0,149.5,ped
7007,706,1025.0,149.5,ped
7009,706,1025.0,149.5,ped
7010,706,1025.0,149.5,ped
7012,706,1025.0,149.0,ped
7013,706,1024.0,148.5,ped
7014,706,1024.0,148.5,ped
7016,706,1024.0,149.0,ped
7018,706,1024.0,148.5,ped
7019,706,1024.0,148.5,ped
7020,706,1024.0,148.5,ped
7026,706,1024.0,148.5,ped
7027,706,1025.0,148.5,ped
7028,706,1025.0,148.5,ped
7029,706,1025.0,149.0,ped
7030,706,1025.5,149.0,ped
7031,706,1025.5,149.5,ped
7032,706,1025.5,150.0,ped
7033,706,1026.0,150.5,ped
7038,706,1006.0,117.0,ped
7039,706,1006.0,117.0,ped
7040,706,1006.0,117.0,ped
7041,706,1006.0,117.0,ped
7042,706,1006.0,117.5,ped
7043,706,1005.0,117.5,ped
7044,706,1005.0,117.5,ped
7045,706,1005.0,118.0,ped
7046,706,1005.0,118.0,ped
7047,706,1005.0,117.5,ped
7048,706,1005.0,117.5,ped
7049,706,1005.0,117.0,ped
7050,706,1005.0,117.0,ped
7051,706,1005.0,117.0,ped
7052,706,1005.0,117.0,ped
7053,706,1005.0,117.0,ped
7054,706,1005.0,116.5,ped
7055,706,1005.0,117.5,ped
7056,706,1005.0,117.5,ped
7057,706,1005.0,117.0,ped
7058,706,1005.0,117.0,ped
7059,706,1004.0,117.0,ped
7060,706,1004.0,117.0,ped
7061,706,1004.0,117.5,ped
7062,706,1004.0,117.5,ped
7063,706,1003.5,117.5,ped
7064,706,1003.5,117.5,ped
7065,706,1003.5,117.0,ped
7066,706,1003.5,117.0,ped
7067,706,1003.5,117.0,ped
7068,706,1003.5,117.0,ped
7069,706,1003.0,117.5,ped
7070,706,1003.0,117.5,ped
7071,706,1002.5,117.5,ped
7072,706,1002.5,117.5,ped
7073,706,1002.5,117.5,ped
7074,706,1002.5,117.5,ped
7075,706,1001.5,117.0,ped
7076,706,1001.5,117.5,ped
7077,706,1001.5,117.0,ped
7078,706,1001.5,116.5,ped
7079,706,1001.5,116.5,ped
7080,706,1001.5,116.5,ped
7081,706,1001.0,116.0,ped
7082,706,1001.0,115.5,ped
7083,706,1000.0,115.5,ped
7084,706,1000.0,115.5,ped
7085,706,999.5,115.5,ped
7086,706,999.5,115.5,ped
7087,706,998.5,115.5,ped
7088,706,998.5,115.5,ped
7089,706,999.0,116.0,ped
7090,706,999.0,116.0,ped
7091,706,999.0,116.5,ped
7092,706,999.0,116.5,ped
7093,706,999.0,116.5,ped
7094,706,999.0,116.5,ped
7095,706,998.5,116.5,ped
7096,706,998.5,116.5,ped
7097,706,998.5,116.5,ped
7098,706,998.0,116.5,ped
7099,706,997.5,116.5,ped
7100,706,997.5,116.5,ped
7101,706,997.5,116.5,ped
7102,706,997.5,117.0,ped
7103,706,997.5,117.0,ped
7104,706,997.5,116.5,ped
7105,706,997.5,116.5,ped
7106,706,998.0,117.0,ped
7107,706,998.0,117.5,ped
7112,706,997.5,117.0,ped
7113,706,997.0,117.5,ped
7114,706,997.5,116.5,ped
7115,706,997.5,116.5,ped
7116,706,997.0,116.0,ped
7117,706,996.5,116.0,ped
7118,706,997.5,115.5,ped
7119,706,997.5,115.5,ped
7120,706,997.5,115.5,ped
7121,706,997.5,115.5,ped
7122,706,996.5,115.5,ped
7123,706,996.5,114.5,ped
7124,706,996.0,114.5,ped
7125,706,996.0,114.5,ped
7126,706,996.0,115.5,ped
7127,706,996.0,115.0,ped
7128,706,996.5,116.0,ped
7129,706,996.5,116.5,ped
7130,706,995.5,116.0,ped
7131,706,995.5,116.0,ped
7132,706,996.0,115.5,ped
7133,706,996.0,115.5,ped
7134,706,996.0,115.0,ped
7138,706,996.5,116.0,ped
7139,706,996.5,116.0,ped
7140,706,996.0,115.5,ped
7141,706,996.0,115.5,ped
7142,706,995.5,115.0,ped
7160,706,963.5,85.0,ped
7161,706,963.5,84.0,ped
7162,706,963.5,84.0,ped
7163,706,963.0,84.0,ped
7164,706,963.0,84.0,ped
7165,706,963.0,84.0,ped
7166,706,963.5,85.0,ped
7167,706,963.5,84.5,ped
7168,706,963.5,85.0,ped
7169,706,963.5,85.0,ped
7170,706,963.5,84.5,ped
7171,706,963.5,84.5,ped
7172,706,964.0,85.0,ped
7173,706,964.0,84.5,ped
7174,706,964.0,85.0,ped
7175,706,964.0,85.0,ped
7176,706,964.5,85.5,ped
7177,706,964.5,85.5,ped
7178,706,964.5,85.5,ped
7179,706,964.5,85.5,ped
7180,706,964.5,85.5,ped
7181,706,964.5,85.5,ped
7182,706,964.0,85.5,ped
7188,706,965.5,87.0,ped
7189,706,965.5,87.5,ped
7190,706,966.0,87.5,ped
