id,frame,label,x_est,y_est,vx_est,vy_est
33,3536,ped,422.0,682.5,0.0,0.0
33,3537,ped,422.0,682.5,0.0,0.0
33,3538,ped,421.7524220595283,682.0048441190567,-0.1096575556961787,-0.2193151113923574
33,3539,ped,421.66473683323267,681.8294736664653,-0.21475740708559057,-0.42951481417118115
33,3540,ped,420.5257103350072,681.3250634067357,-2.742634682612876,-1.5365598725712841
33,3541,ped,419.6530893921399,680.9906804781963,-5.440694368853384,-2.5440325450283887
33,3542,ped,418.8890862375297,680.6298501377439,-8.244220266821186,-3.8698800896791408
33,3543,ped,418.2750921286064,680.3398600315409,-10.547541471531412,-4.959664325923505
33,3544,ped,417.1400563830416,680.0992753338411,-15.58821056368415,-5.789527475037134
33,3545,ped,416.1774890778719,679.8982532081604,-19.428710542489455,-6.360768437377451
33,3546,ped,415.36396075006485,679.73143557179,-22.13005591937404,-6.696176472058358
33,3547,ped,414.68393538928734,679.386754060585,-23.828926364805138,-7.968610998067991
33,3548,ped,414.12338801064755,679.0973659997757,-24.700529805024132,-8.803831200544252
33,3549,ped,413.3581712225867,679.1673737956501,-26.52827250252402,-7.683334432950158
33,3550,ped,412.8308498521738,679.1336435549532,-26.952959654427175,-7.2130701296535324
33,3551,ped,412.2031814482873,679.1119137165487,-27.80848736812616,-6.740903846530281
33,3552,ped,411.6918481220383,678.9996521051459,-28.02880877371716,-6.740504318599323
33,3554,ped,410.9839067390216,678.7128518951421,-29.09282086229181,-7.511393472736797
33,3555,ped,410.0156925861748,678.2805941312955,-31.143329572928117,-8.814106713347698
33,3556,ped,409.2120782333965,677.8230748788043,-32.30321898277142,-10.080213552057613
33,3558,ped,408.4543756834969,677.252375390902,-33.1630238165001,-11.658942827812115
33,3559,ped,407.6442478576906,676.6801026605995,-34.13486566404238,-13.085901211665329
33,3560,ped,406.971465590221,676.1077937948428,-34.51305263481989,-14.375595894624997
33,3561,ped,406.2371187970723,675.6252759020593,-35.072672920473174,-15.22990489373119
33,3562,ped,405.5385622672083,675.1318376026177,-35.46055554475462,-16.045075517992437
33,3563,ped,404.784548172484,674.5436888892064,-35.997908968305836,-17.10238026817326
33,3564,ped,404.15329564373366,673.9605528698482,-36.09801202584082,-18.05613084061164
