frame,id,x,y,type
6666,336,921.0,231.0,ped
6667,336,921.0,231.0,ped
6668,336,919.0,233.0,ped
6669,336,918.0,234.0,ped
6670,336,918.0,234.0,ped
6671,336,918.0,234.0,ped
6672,336,918.0,234.0,ped
6673,336,917.0,236.0,ped
6674,336,915.5,236.0,ped
6675,336,915.5,236.0,ped
6676,336,914.5,237.5,ped
6677,336,914.5,237.5,ped
6678,336,913.0,238.5,ped
6679,336,913.0,238.5,ped
6680,336,911.5,240.0,ped
6681,336,911.5,240.5,ped
6682,336,911.0,240.5,ped
6683,336,911.0,240.5,ped
6684,336,909.0,242.5,ped
6685,336,908.0,244.0,ped
6686,336,908.0,244.0,ped
6687,336,905.0,245.0,ped
6688,336,905.0,245.0,ped
6689,336,903.5,246.0,ped
6690,336,903.5,246.0,ped
6691,336,903.5,246.0,ped
6692,336,903.5,247.0,ped
6693,336,903.5,247.0,ped
6694,336,901.0,248.5,ped
6695,336,901.0,248.5,ped
6696,336,899.5,250.0,ped
6697,336,899.5,250.0,ped
6698,336,897.5,252.5,ped
6699,336,897.5,252.5,ped
6700,336,894.5,253.5,ped
6701,336,894.5,253.5,ped
6702,336,892.5,255.0,ped
6703,336,892.5,255.0,ped
6704,336,891.0,256.0,ped
6705,336,891.0,256.5,ped
6706,336,888.0,257.5,ped
6707,336,888.0,257.5,ped
6708,336,886.0,259.0,ped
6709,336,886.0,259.0,ped
6710,336,884.0,260.5,ped
6711,336,884.0,260.5,ped
6712,336,882.0,261.5,ped
6713,336,882.0,261.5,ped
6714,336,879.0,263.5,ped
6715,336,879.0,264.0,ped
6716,336,876.0,265.5,ped
6717,336,876.0,266.0,ped
6718,336,874.0,266.5,ped
6719,336,874.0,266.5,ped
6720,336,871.5,268.5,ped
6721,336,871.0,269.0,ped
6722,336,868.5,270.0,ped
6723,336,868.5,270.0,ped
6724,336,864.5,272.0,ped
6725,336,864.5,272.0,ped
6726,336,861.5,273.0,ped
6727,336,861.0,273.5,ped
6728,336,859.5,275.0,ped
6729,336,859.5,275.0,ped
6730,336,856.5,276.0,ped
6731,336,856.5,276.0,ped
6732,336,853.0,278.0,ped
6733,336,853.0,278.0,ped
6734,336,853.0,278.0,ped
6735,336,849.0,279.5,ped
6736,336,849.0,279.5,ped
6737,336,849.0,279.5,ped
6738,336,849.0,279.5,ped
6739,336,845.5,281.0,ped
6740,336,842.0,282.0,ped
6741,336,837.5,285.0,ped
6742,336,835.0,286.5,ped
6743,336,835.0,286.5,ped
6744,336,835.0,286.5,ped
6745,336,829.5,288.5,ped
6746,336,829.5,288.5,ped
6747,336,825.5,291.0,ped
6748,336,825.5,290.5,ped
6749,336,823.0,292.5,ped
6750,336,822.5,292.5,ped
6751,336,818.5,293.5,ped
6752,336,818.5,293.5,ped
6753,336,813.0,296.5,ped
6754,336,813.0,296.5,ped
6755,336,813.0,296.5,ped
6756,336,808.5,298.5,ped
6757,336,804.0,300.0,ped
6758,336,800.0,301.0,ped
6759,336,800.0,301.0,ped
6760,336,800.0,301.0,ped
6761,336,795.0,302.5,ped
6762,336,795.0,302.5,ped
6763,336,791.0,304.5,ped
6764,336,791.0,304.5,ped
6765,336,784.5,306.5,ped
6766,336,784.5,306.5,ped
6767,336,779.5,309.0,ped
6768,336,779.5,309.5,ped
6769,336,779.5,309.0,ped
6770,336,774.0,311.0,ped
6771,336,769.0,313.0,ped
6772,336,769.0,313.5,ped
6773,336,769.0,313.5,ped
6774,336,763.5,314.0,ped
6775,336,759.0,317.0,ped
6776,336,752.0,319.0,ped
6777,336,751.5,319.0,ped
6778,336,751.5,319.0,ped
6779,336,746.0,320.5,ped
6780,336,746.0,320.5,ped
6781,336,740.5,323.0,ped
6782,336,740.5,323.0,ped
6783,336,733.5,325.5,ped
6784,336,733.5,325.5,ped
6785,336,727.5,328.5,ped
6786,336,727.5,328.5,ped
6787,336,721.5,330.5,ped
6788,336,721.5,330.5,ped
6789,336,714.5,332.5,ped
6790,336,714.5,332.5,ped
6791,336,707.5,334.0,ped
6792,336,707.5,334.0,ped
6793,336,700.0,336.0,ped
6794,336,700.0,336.0,ped
6795,336,694.5,337.5,ped
6796,336,694.5,337.5,ped
6797,336,688.5,339.5,ped
6798,336,688.5,339.5,ped
6799,336,681.0,342.5,ped
6800,336,681.0,342.5,ped
6801,336,681.0,342.5,ped
6802,336,681.0,342.5,ped
6803,336,674.0,344.0,ped
6804,336,667.0,345.5,ped
6805,336,667.0,345.5,ped
6806,336,655.5,349.0,ped
6807,336,648.5,351.0,ped
6808,336,648.5,351.0,ped
6809,336,648.5,351.0,ped
6810,336,642.5,353.0,ped
6811,336,636.5,353.5,ped
6812,336,636.5,353.5,ped
6813,336,628.0,354.5,ped
6814,336,628.0,354.5,ped
6815,336,627.0,354.5,ped
6816,336,618.5,356.5,ped
6817,336,618.5,356.5,ped
